"Name","Description","Fulladdress","Street","Municipality","Categories","Time Zone","Amenities","Phone","Phones","Claimed","Review Count","Average Rating","Review URL","Google Maps URL","Latitude","Longitude","Website","Domain","Opening Hours","Featured Image","Cid","Fid","Place Id"
"Sip & Spin LAUNDRY EXPRESS KELAPA GADING",*,"Jalan Biru Laut Barat blok A3D, Jl. Raya Klp. Gading Permai, Daerah Khusus Ibuko","Jalan Biru Laut Barat blok A3D","Jl. Raya Klp. Gading Permai","Layanan Binatu","Asia/Jakarta",*,"0811-1322-288","0811-1322-288, +62 811-1322-288","YES",90,4.8,"https://search.google.com/local/reviews?placeid=ChIJDUVUEfv1aS4R6VXNUUtvXv0&q=la","https://www.google.com/maps?cid=18257152308692211177",-6.1662661,106.90565029999999,,,"Minggu: [08.00-17.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipPGbRlQchRSPbSsPhOcdIS_C5Waf5E149g2lnZm",*,"0x2e69f5fb1154450d:0xfd5e6f4b51cd55e9","ChIJDUVUEfv1aS4R6VXNUUtvXv0"
"Cleanlite Laundry Kelapa Gading",*,"Jl. Boulevard Raya, Blok TN II No.35, RT.10/RW.15, Klp. Gading Tim., Kec. Klp. G","Jl. Boulevard Raya","Blok TN II No.35","Binatu","Asia/Jakarta",*,,,"YES",4,4.5,"https://search.google.com/local/reviews?placeid=ChIJOXWLD1X1aS4RvS9YRPMpzCU&q=la","https://www.google.com/maps?cid=2723597999452729277",-6.1659785,106.9016133,,,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipOWCGhoJNS051ERokU9a4gTmcJD2pYMOuw9NvBs",*,"0x2e69f5550f8b7539:0x25cc29f344582fbd","ChIJOXWLD1X1aS4RvS9YRPMpzCU"
"Flash Coin Laundry - Kelapa Gading ( Tarian Raya Barat )",*,"Jl. Tarian Raya Barat No.U7 9, RT.9/RW.7, Klp. Gading Tim., Jakarta, Jkt Utara, ","Jl. Tarian Raya Barat No.U7 9","RT.9/RW.7, Klp. Gading Tim.","Binatu","Asia/Jakarta",*,"0877-8076-9822","0877-8076-9822, +62 877-8076-9822","YES",27,3.6,"https://search.google.com/local/reviews?placeid=ChIJST5wdtP1aS4RXj7R9RnwE2o&q=la","https://www.google.com/maps?cid=7643716986866843230",-6.1714625,106.9092086,"https://www.facebook.com/FlashcoinlaundryIndonesia","facebook.com","Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipNolacdyg1ZXEllsAnQo4AbiqauRrqnt7aGpZHN",*,"0x2e69f5d376703e49:0x6a13f019f5d13e5e","ChIJST5wdtP1aS4RXj7R9RnwE2o"
"Gemoy Laundry",*,"Jl. Raya Klp. Hybrida No.18/19 Blok PF, Pegangsaan Dua, Kec. Klp. Gading, Jkt Ut","Jl. Raya Klp. Hybrida No.18/19 Blok PF","Pegangsaan Dua","Layanan Binatu","Asia/Jakarta",*,"0811-1051-2088","0811-1051-2088, +62 811-1051-2088","YES",4,4.3,"https://search.google.com/local/reviews?placeid=ChIJ-R8uw-CLaS4RzdmAamMiUNs&q=la","https://www.google.com/maps?cid=15803168902827006413",-6.1487878,106.9140891,"http://gemoylaundry.com/","gemoylaundry.com","Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipP0fl1dMetjurzO8nU7YZBm8khdWHdkPqj4iLSB",*,"0x2e698be0c32e1ff9:0xdb5022636a80d9cd","ChIJ-R8uw-CLaS4RzdmAamMiUNs"
"Koja Laundry",*,"Jl. Lrg. 26 No.3, RT.3/RW.3, Koja, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota J","Jl. Lrg. 26 No.3","RT.3/RW.3, Koja","Binatu","Asia/Jakarta",*,"0898-5944-901","0898-5944-901, +62 898-5944-901","NO",*,*,,"https://www.google.com/maps?cid=7223679317815884989",-6.1104546,106.89890799999999,,,"Minggu: [09.00-20.00], Senin: [09.00-20.00], Selasa: [09.00-20.00], Rabu: [09.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9TZyw6qg-8rZQALIo",*,"0x2e6a1f86f29d5c31:0x643faa111dc07cbd","ChIJMVyd8oYfai4RvXzAHRGqP2Q"
"Quick Pro Laundry Koja 2",*,"RT.7/RW.13, Lagoa, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14270","RT.7/RW.13, Lagoa","Kec. Koja","Layanan Binatu","Asia/Jakarta",*,"0812-7899-8982","0812-7899-8982, +62 812-7899-8982","YES",13,4.4,"https://search.google.com/local/reviews?placeid=ChIJS8GurZQfai4R7ZBU2toZHrA&q=la","https://www.google.com/maps?cid=12690609227733176557",-6.1168134,106.90800899999999,"http://quickprolaundry.com/","quickprolaundry.com","Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipNzzSFEhXMaFDJgo0JOjY7jFEUVaHY_vZZfXLhM",*,"0x2e6a1f94adaec14b:0xb01e19dada5490ed","ChIJS8GurZQfai4R7ZBU2toZHrA"
"Quick Pro Laundry Koja",*,"Jl. Lontar V No.1, RT.1, Tugu Utara, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota","Jl. Lontar V No.1","RT.1, Tugu Utara","Layanan Binatu","Asia/Jakarta",*,,,"NO",6,5,"https://search.google.com/local/reviews?placeid=ChIJuXJwxuIfai4RovxfBWVrLWU&q=la","https://www.google.com/maps?cid=7290601453408746658",-6.1211047,106.9105045,"http://quickprolaundry.com/","quickprolaundry.com","Minggu: [07.00-23.00], Senin: [07.00-23.00], Selasa: [07.00-23.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipOKw6ef4ijOf5-NIJWpHAG6YZ0g8cBQMCfJUa1g",*,"0x2e6a1fe2c67072b9:0x652d6b65055ffca2","ChIJuXJwxuIfai4RovxfBWVrLWU"
"Laundry",*,"Jl. Mundu No.27 blok L, Lagoa, Kec. Koja, Jakarta, Daerah Khusus Ibukota Jakarta","Jl. Mundu No.27 blok L","Lagoa","Binatu","Asia/Jakarta",*,"0813-8451-8102","0813-8451-8102, +62 813-8451-8102","YES",5,5,"https://search.google.com/local/reviews?placeid=ChIJUfzkLYQfai4RmsyMk0mQFZY&q=la","https://www.google.com/maps?cid=10814708725882604698",-6.1181724,106.9067572,,,,"https://lh5.googleusercontent.com/p/AF1QipMM_oZfskSM6L4uYMwGb_fJF8-TIXGux8tyqYgs",*,"0x2e6a1f842de4fc51:0x96159049938ccc9a","ChIJUfzkLYQfai4RmsyMk0mQFZY"
"Lilo Laundry Koja(Antar Jemput)",*,"VW55+JQR, RT.3/RW.5, Tugu Sel., Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jaka","VW55+JQR","RT.3/RW.5, Tugu Sel.","Binatu","Asia/Jakarta",*,,,"NO",*,*,,"https://www.google.com/maps?cid=9013224132187597549",-6.1408925,106.9094325,,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2CSs2KNZIGTBtnNn1",*,"0x2e69f530fdfd5ccd:0x7d15679818052aed","ChIJzVz9_TD1aS4R7SoFGJhnFX0"
"Mr. Laundry Jakarta Utara",*,"Jl. Muncang No.69 3, RT.3/RW.12, Lagoa, Kec. Koja, Jkt Utara, Daerah Khusus Ibuk","Jl. Muncang No.69 3","RT.3/RW.12, Lagoa","Binatu","Asia/Jakarta",*,"0813-3040-5070","0813-3040-5070, +62 813-3040-5070","YES",*,*,,"https://www.google.com/maps?cid=7526073200719885118",-6.115827299999999,106.9075364,,,"Minggu: [10.00-21.00], Senin: [10.00-21.00], Selasa: [10.00-21.00], Rabu: [10.00","https://lh5.googleusercontent.com/p/AF1QipOG4SGFLZthKDp6iY4Ijqd6OuDa11GcOozDZKhq",*,"0x2e6a1fe78f43c20f:0x6871fbb3827ef33e","ChIJD8JDj-cfai4RPvN-grP7cWg"
"Joss Laundry",*,"Jl. Mindi No.39 Blok O, RT.6/RW.6, Lagoa, Kec. Koja, Jkt Utara, Daerah Khusus Ib","Jl. Mindi No.39 Blok O","RT.6/RW.6, Lagoa","Layanan Binatu","Asia/Jakarta",*,,,"NO",21,3.9,"https://search.google.com/local/reviews?placeid=ChIJ50ajGMcfai4Rfvk4Y3dy-rI&q=la","https://www.google.com/maps?cid=12896746340020189566",-6.1151405,106.9041069,,,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipMoPhxf_-tmqPBJyJtpgVrtaA2ul0YfLp449SnS",*,"0x2e6a1fc718a346e7:0xb2fa72776338f97e","ChIJ50ajGMcfai4Rfvk4Y3dy-rI"
"Quick Pro Laundry Koja 3",*,"Jl. Cipeucang V No.2 No.4ART, RW.12, Koja, Kec. Koja, Jkt Utara, Daerah Khusus I","Jl. Cipeucang V No.2 No.4ART","RW.12, Koja","Layanan Binatu","Asia/Jakarta",*,"0821-2582-2097","0821-2582-2097, +62 821-2582-2097","NO",2,5,"https://search.google.com/local/reviews?placeid=ChIJ3-RM-Vkfai4RTSJGPd5vTnk&q=la","https://www.google.com/maps?cid=8741046927074140749",-6.1142616,106.90005529999999,"http://quickprolaundry.com/","quickprolaundry.com","Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipNdvik4Zphdb4tYs1oL3oiPeKZxczydPkh7bfIx",*,"0x2e6a1f59f94ce4df:0x794e6fde3d46224d","ChIJ3-RM-Vkfai4RTSJGPd5vTnk"
"Wulan Laundry",*,"Blok C No., Gg. Damai No.22, RT.9/RW.5, Tugu Sel., Kec. Koja, Jkt Utara, Daerah ","Blok C No.","Gg. Damai No.22","Binatu","Asia/Jakarta",*,"0877-8889-9805","0877-8889-9805, +62 877-8889-9805","NO",8,4.4,"https://search.google.com/local/reviews?placeid=ChIJ117QnVP1aS4RYzTZSRMlLLk&q=la","https://www.google.com/maps?cid=13343080560765514851",-6.139085499999999,106.9091766,,,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sim-sRLKprm44PQl6",*,"0x2e69f5539dd05ed7:0xb92c251349d93463","ChIJ117QnVP1aS4RYzTZSRMlLLk"
"ALPHA LAUNDRY KILOAN",*,"Jl. Walang Baru VIIA No.25 10, RT.10/RW.7, Tugu Utara, Kec. Koja, Jkt Utara, Dae","Jl. Walang Baru VIIA No.25 10","RT.10/RW.7, Tugu Utara","Binatu","Asia/Jakarta",*,,,"NO",15,4.5,"https://search.google.com/local/reviews?placeid=ChIJa_4Phfkfai4RypuwrXEmUGI&q=la","https://www.google.com/maps?cid=7084204483540982730",-6.1247169,106.9069833,,,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipPYWFux_aQnNHTnU5wCcIE8yNu1frjZhHiFx5hd",*,"0x2e6a1ff9850ffe6b:0x62502671adb09bca","ChIJa_4Phfkfai4RypuwrXEmUGI"
"Mari Laundry Pademangan",*,"Jalan Pademangan Raya III No.32 B, RT.9/RW.2, Pademangan Tim., Kec. Pademangan, ","Jalan Pademangan Raya III No.32 B","RT.9/RW.2, Pademangan Tim.","Layanan Binatu","Asia/Jakarta",*,"0878-7177-0726","0878-7177-0726, +62 878-7177-0726","YES",37,4.8,"https://search.google.com/local/reviews?placeid=ChIJcyu1Z-_1aS4Rl0KRHMv_kSs&q=la","https://www.google.com/maps?cid=3139571663076672151",-6.142193,106.8395486,,,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipPQdvd8nU2etg5yzwFL3DXKYLeTv6AErkJcQLKa",*,"0x2e69f5ef67b52b73:0x2b91ffcb1c914297","ChIJcyu1Z-_1aS4Rl0KRHMv_kSs"
"Okaasan Laundry Pademangan",*,"Jl. Pademangan III Gg. 1, RT.4/RW.6, Pademangan Tim., Kec. Pademangan, Jkt Utara","Jl. Pademangan III Gg. 1","RT.4/RW.6, Pademangan Tim.","Layanan Binatu","Asia/Jakarta",*,"0818-230-514","0818-230-514, +62 818-230-514","YES",120,4.9,"https://search.google.com/local/reviews?placeid=ChIJP7QgkW31aS4RtB5L-BkNAyU&q=la","https://www.google.com/maps?cid=2666989809524481716",-6.1422452,106.84028839999999,,,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipNsF2EqiP3HvfJsYD_WZMtkn5sg3vtRqQi8EHU3",*,"0x2e69f56d9120b43f:0x25030d19f84b1eb4","ChIJP7QgkW31aS4RtB5L-BkNAyU"
"Green Laundry",*,"5, Jl. Pademangan 3 raya No.26, RT.5/RW.6, Pademangan Tim., Kec. Pademangan, Jkt","5","Jl. Pademangan 3 raya No.26","Binatu","Asia/Jakarta",*,"0812-1018-9280","0812-1018-9280, +62 812-1018-9280","YES",63,4.3,"https://search.google.com/local/reviews?placeid=ChIJSaN3E8gfai4RZqvZlKwj1X0&q=la","https://www.google.com/maps?cid=9067192648919001958",-6.1419422,106.84035349999999,,,"Minggu: [10.00-14.00], Senin: [10.00-21.00], Selasa: [10.00-21.00], Rabu: [10.00","https://lh5.googleusercontent.com/p/AF1QipNpp8wNFum8eHeFtfhK1w4QqucwzndN1WtKclFn",*,"0x2e6a1fc81377a349:0x7dd523ac94d9ab66","ChIJSaN3E8gfai4RZqvZlKwj1X0"
"Green Laundry Ampera",*,"Jl. Budi Mulia No.23, RT.5/RW.8, Pademangan Bar., Kec. Pademangan, Jkt Utara, Da","Jl. Budi Mulia No.23","RT.5/RW.8, West Pademangan","Binatu","Asia/Jakarta",*,"0813-4008-0023","0813-4008-0023, +62 813-4008-0023","YES",36,5,"https://search.google.com/local/reviews?placeid=ChIJ38zdJV_1aS4RafW5bied0ZY&q=la","https://www.google.com/maps?cid=10867640168508683625",-6.1361969,106.83515849999999,,,"Minggu: [10.00-14.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipOWp-vHZ3qM-Jj5IZqQm-HXRSmwi430ZjWCJkUR",*,"0x2e69f55f25ddccdf:0x96d19d276eb9f569","ChIJ38zdJV_1aS4RafW5bied0ZY"
"Laundryklin Pademangan (laundry anter jemput jakarta utara)Patners Kliknklin",*,"Jalan Pademangan 3 raya Gang 18.256A 7, RT.5/RW.5, Pademangan Tim., Jkt Utara, D","Jalan Pademangan 3 raya Gang 18.256A 7","RT.5/RW.5, Pademangan Tim.","Binatu","Asia/Jakarta",*,"0812-9684-7506","0812-9684-7506, +62 812-9684-7506","YES",26,4.7,"https://search.google.com/local/reviews?placeid=ChIJAUusP6L1aS4R980gOWc3Er0&q=la","https://www.google.com/maps?cid=13624012739228782071",-6.1376501,106.84264549999999,"http://shopee.co.id/fstyle.jakarta_utara","shopee.co.id","Minggu: [09.00-22.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00","https://lh5.googleusercontent.com/p/AF1QipNBBSzR95qcFAj7s51RTPdd7JWV7_eL1TBKs2-q",*,"0x2e69f5a23fac4b01:0xbd1237673920cdf7","ChIJAUusP6L1aS4R980gOWc3Er0"
"Dokter Clean Laundry 2 Rusunami | Laundry Antar Jemput | Laundry Express 5 Jam J",*,"Jl Rajawali Utara. 18, Lantai 2 No.11 Tower A4, Pademangan Tim., Kec. Pademangan","Jl Rajawali Utara. 18","Lantai 2 No.11 Tower A4","Binatu","Asia/Jakarta",*,"0811-3870-5000","0811-3870-5000, +62 811-3870-5000","YES",59,4.8,"https://search.google.com/local/reviews?placeid=ChIJ70jo1AP1aS4RhxRrOoI0bxI&q=la","https://www.google.com/maps?cid=1328338149028074631",-6.1387871,106.84613689999999,,,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipNKoUKB9izKj-VQupWKguMo-CMXGwcduvKMBAmg",*,"0x2e69f503d4e848ef:0x126f34823a6b1487","ChIJ70jo1AP1aS4RhxRrOoI0bxI"
"Laundry KlinBar Pademangan 1",*,"Jl. Pademangan I Gg. 11 No.34A, Pademangan Tim., Kec. Pademangan, Jkt Utara, Dae","Jl. Pademangan I Gg. 11 No.34A","East Pademangan","Binatu","Asia/Jakarta",*,"0812-8666-2923","0812-8666-2923, +62 812-8666-2923","YES",35,4.9,"https://search.google.com/local/reviews?placeid=ChIJgdD6iUr1aS4R7NRtAUUvZms&q=la","https://www.google.com/maps?cid=7738924983106000108",-6.1408555,106.8437733,"https://klinbar.id/","klinbar.id","Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipMAepzWF2RbOPu_QoauTnWplJAa08i6ppVpSRbY",*,"0x2e69f54a89fad081:0x6b662f45016dd4ec","ChIJgdD6iUr1aS4R7NRtAUUvZms"
"Dokter Clean Pademangan | Laundry Express Jakarta | Laundry Antar Jemput",*,"Jl. Pademangan IV Gg. 18 No.1C, Pademangan Tim., Kec. Pademangan, Jkt Utara, Dae","Jl. Pademangan IV Gg. 18 No.1C","Pademangan Tim.","Layanan Binatu, Binatu","Asia/Jakarta",*,"0813-6110-6020","0813-6110-6020, +62 813-6110-6020","YES",32,4.2,"https://search.google.com/local/reviews?placeid=ChIJqU7pZ9b1aS4RQf0p9RRS3VI&q=la","https://www.google.com/maps?cid=5971018930929139009",-6.1371664,106.8417911,,,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipMzWDKcpUSkKKVBMfeG24p9nfiDiUk98HgatyQM",*,"0x2e69f5d667e94ea9:0x52dd5214f529fd41","ChIJqU7pZ9b1aS4RQf0p9RRS3VI"
"Laundry Zone",*,"Gg. 22 No.29 2, RT.2/RW.2, RT.II, Pademangan Tim., Kec. Pademangan, Jkt Utara, D","Gg. 22 No.29 2","RT.2/RW.2, RT.II, Pademangan Tim.","Layanan Binatu, Binatu","Asia/Jakarta",*,"0856-9293-9299","0856-9293-9299, +62 856-9293-9299","YES",22,4.1,"https://search.google.com/local/reviews?placeid=ChIJxYNo6Yr1aS4Rq0WWorMdVVI&q=la","https://www.google.com/maps?cid=5932680741494605227",-6.136696199999999,106.8431846,,,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipPrIAkQmIueusvG0lYEjDuQu1fc3E9NC5wwmdZn",*,"0x2e69f58ae96883c5:0x52551db3a29645ab","ChIJxYNo6Yr1aS4Rq0WWorMdVVI"
"Mars laundry exspress",*,"VR2P+RJV, Jl. Gn. Sahari, RT.1/RW.13, Pademangan Bar., Kecamatan Sawah Besar, Jk","VR2P+RJV","Jl. Gn. Sahari","Layanan Binatu","Asia/Jakarta",*,,,"NO",28,5,"https://search.google.com/local/reviews?placeid=ChIJAck-J5v1aS4ROSJMVXSKaQM&q=la","https://www.google.com/maps?cid=245879886920294969",-6.1478758,106.8365515,,,,"https://lh5.googleusercontent.com/p/AF1QipN1afbQ_-DlirLsANAFnVyyzStg_xLIuyMmzTeH",2.4587988692029498E+17,"0x2e69f59b273ec901:0x3698a74554c2239","ChIJAck-J5v1aS4ROSJMVXSKaQM"
"Sugababy Laundry Pluit",*,"Jl. Taman Pluit Kencana Selatan No.35, RT.4/RW.6, Pluit, Kec. Penjaringan, Jkt U","Jl. Taman Pluit Kencana Selatan No.35","RT.4/RW.6, Pluit","Layanan Binatu","Asia/Jakarta",*,"0811-8129-817","0811-8129-817, +62 811-8129-817","YES",49,4.7,"https://search.google.com/local/reviews?placeid=ChIJV9XDGlcdai4R2LiD4cfMVKA&q=la","https://www.google.com/maps?cid=11553084102966229208",-6.1206748,106.7898261,,,"Minggu: [09.00-18.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00","https://lh5.googleusercontent.com/p/AF1QipPBNQ2PUewHpleyLjZUlag2DoroPYc_mTJfV6ha",*,"0x2e6a1d571ac3d557:0xa054ccc7e183b8d8","ChIJV9XDGlcdai4R2LiD4cfMVKA"
"Laundry Dekat Rumah",*,"Jembatan dua, Jl. Sinar Budi No.7, RT.7/RW.4, Pejagalan, Penjaringan, North Jaka","Jembatan dua","Jl. Sinar Budi No.7","Layanan Binatu","Asia/Jakarta",*,"0888-5383-838","0888-5383-838, +62 888-5383-838","YES",62,5,"https://search.google.com/local/reviews?placeid=ChIJp7poN633aS4RypaMfyagyxo&q=la","https://www.google.com/maps?cid=1930812952467510986",-6.1412505,106.7915811,,,"Minggu: [10.00-18.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipN3GiN-yNdmeoRog42o7KEdPV-pQYLW9OI5VKk=",*,"0x2e69f7ad3768baa7:0x1acba0267f8c96ca","ChIJp7poN633aS4RypaMfyagyxo"
"Eljo Laundry",*,"Jl. Sukarela No.6 9, RT.9/RW.9, Penjaringan, Kec. Penjaringan, Jkt Utara, Daerah","Jl. Sukarela No.6 9","RT.9/RW.9, Penjaringan","Binatu","Asia/Jakarta",*,"0877-8239-7989","0877-8239-7989, +62 877-8239-7989","NO",15,5,"https://search.google.com/local/reviews?placeid=ChIJP6RDON0dai4R7ZhET1PkLsM&q=la","https://www.google.com/maps?cid=14064429732787951853",-6.1307125,106.80197109999999,,,"Minggu: [14.00-18.00], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipNTGx6drxxPRP2t8xDHrLOskaSJ7_6DX3ammB4A",*,"0x2e6a1ddd3843a43f:0xc32ee4534f4498ed","ChIJP6RDON0dai4R7ZhET1PkLsM"
"De Cleaner Laundry & Dry clean",*,"Jl. Pluit Sakti No.111 4, RT.4/RW.6, Pluit, Kec. Penjaringan, Jkt Utara, Daerah ","Jl. Pluit Sakti No.111 4","RT.4/RW.6, Pluit","Layanan Binatu, Binatu Cucian Kering","Asia/Jakarta",*,"0895-0111-7889","0895-0111-7889, +62 895-0111-7889","YES",31,3.9,"https://search.google.com/local/reviews?placeid=ChIJ62Ne4ZMdai4Ru7Fn_d2SMMU&q=la","https://www.google.com/maps?cid=14209018306490773947",-6.1224289999999995,106.78855,,,"Minggu: [Tutup], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00-19.00","https://lh5.googleusercontent.com/p/AF1QipOMVHdw7v-Pui1we-UVcD2iA1oZTyqXY_SCnkg6",*,"0x2e6a1d93e15e63eb:0xc53092ddfd67b1bb","ChIJ62Ne4ZMdai4Ru7Fn_d2SMMU"
"Cotton Button Laundry",*,"Jl. Jemb. Dua Raya Jl. Sinar Budi No.20, RT.8/RW.4, Pejagalan, Kec. Penjaringan,","Jl. Jemb. Dua Raya Jl. Sinar Budi No.20","RT.8/RW.4, Pejagalan","Layanan Binatu","Asia/Jakarta",*,"0878-6558-3815","0878-6558-3815, +62 878-6558-3815","YES",45,5,"https://search.google.com/local/reviews?placeid=ChIJQxeOanf3aS4Ro6nupsrq1wE&q=la","https://www.google.com/maps?cid=132832870135671203",-6.1417173,106.79157269999999,"https://wa.me/message/26YDY6J362PYO1","wa.me","Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipO-Zzpt4csoVQGOcYYtyFcAqaJjsLbSpvYghRE9",1.328328701356712E+17,"0x2e69f7776a8e1743:0x1d7eacaa6eea9a3","ChIJQxeOanf3aS4Ro6nupsrq1wE"
"JEEVES - Pluit",*,"Jalan Pluit Putri Raya Blok E No. 2, RT.17/RW.6, Pluit, Kec. Penjaringan, Jkt Ut","Jalan Pluit Putri Raya Blok E No. 2","RT.17/RW.6, Pluit","Binatu Cucian Kering, Layanan Binatu","Asia/Jakarta",*,"(021) 26080090","(021) 26080090, +62 21 26080090","YES",26,4.7,"https://search.google.com/local/reviews?placeid=ChIJI3GI45Idai4RLA2yZEuS_fU&q=la","https://www.google.com/maps?cid=17725484560909733164",-6.120398,106.7923002,"https://www.jeeves-indonesia.com/","jeeves-indonesia.com","Minggu: [Tutup], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00-18.00","https://lh5.googleusercontent.com/p/AF1QipOyzcKZtLdiV8mH9UyEl-k62P6IHc61fpDYdMXl",*,"0x2e6a1d92e3887123:0xf5fd924b64b20d2c","ChIJI3GI45Idai4RLA2yZEuS_fU"
"Cepat Laundry",*,"no.04b, Jl. Rw. Bebek Samping pos No.10, RT.4/RW.10, Penjaringan, Kec. Penjaring","no.04b","Jl. Rw. Bebek Samping pos No.10","Binatu","Asia/Jakarta",*,"0817-7924-8980","0817-7924-8980, +62 817-7924-8980","YES",9,5,"https://search.google.com/local/reviews?placeid=ChIJpe9je9z3aS4RdnhxR1i8zTo&q=la","https://www.google.com/maps?cid=4237249911767267446",-6.131151099999999,106.8019552,,,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipPywQc89bh21IVLZsQI5enV4Lw3uai4UZPb0aPz",*,"0x2e69f7dc7b63efa5:0x3acdbc5847717876","ChIJpe9je9z3aS4RdnhxR1i8zTo"
"Laundry City",*,"Jl. Tanah Pasir Dalam No.6, RT.1/RW.9, Penjaringan, Kec. Penjaringan, Jkt Utara,","Jl. Tanah Pasir Dalam No.6","RT.1/RW.9, Penjaringan","Binatu","Asia/Jakarta",*,"0812-9000-8359","0812-9000-8359, +62 812-9000-8359","YES",18,5,"https://search.google.com/local/reviews?placeid=ChIJ2QBWhrcdai4R-EZyC8nY4Go&q=la","https://www.google.com/maps?cid=7701393720795612920",-6.1297296,106.8037877,,,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipP27v4LpwEVp7gXKVVwtyEPNp-gI7x6eIkaj_Mh",*,"0x2e6a1db7865600d9:0x6ae0d8c90b7246f8","ChIJ2QBWhrcdai4R-EZyC8nY4Go"
"Laundry Terdekat",*,"Jl. Masda 1 No.12C, RT.5/RW.9, Pejagalan, Kec. Penjaringan, Jkt Utara, Daerah Kh","Jl. Masda 1 No.12C","RT.5/RW.9, Pejagalan","Layanan Binatu","Asia/Jakarta",*,"0859-5998-6864","0859-5998-6864, +62 859-5998-6864","YES",29,5,"https://search.google.com/local/reviews?placeid=ChIJwxDKRYT3aS4RizYWlh47ulw&q=la","https://www.google.com/maps?cid=6681717999710647947",-6.136973299999999,106.783176,,,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipMWKltSAkxMHSvLSSo6rgQqWqYCV99nGgUa_tmO",*,"0x2e69f78445ca10c3:0x5cba3b1e9616368b","ChIJwxDKRYT3aS4RizYWlh47ulw"
