"Name","Description","Fulladdress","Street","Municipality","Categories","Time Zone","Amenities","Phone","Phones","Claimed","Review Count","Average Rating","Review URL","Google Maps URL","Latitude","Longitude","Website","Domain","Opening Hours","Featured Image","Cid","Fid","Place Id"
"SPEED LAUNDRY (cabang)",*,"Gg. Nangkasuni No.19, RT.04/RW.18, Tamansari, Kec. Bandung Wetan, Kota Bandung, ","Gg. Nangkasuni No.19","RT.04/RW.18, Tamansari","Binatu","Asia/Jakarta",*,"0822-1918-6400","0822-1918-6400, +62 822-1918-6400","YES",39,4.9,"https://search.google.com/local/reviews?placeid=ChIJR4w1A0fmaC4Ri3wbuK4Uz_8&q=la","https://www.google.com/maps?cid=18432974540496403595",-6.9054307999999995,107.6060119,,,"Sabtu: [08.00-17.00], Minggu: [08.00-17.00], Senin: [08.00-17.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipMJ_wR4M05WAnzO4drssLo13wlHZRNwhvQijJXr",*,"0x2e68e64703358c47:0xffcf14aeb81b7c8b","ChIJR4w1A0fmaC4Ri3wbuK4Uz_8"
"LaundryKlin Cihampelas (Laundry Antar Jemput Bandung)",*,"Jl. Cihampelas No.193 A, Cipaganti, Kecamatan Coblong, Kota Bandung, Jawa Barat ","Jl. Cihampelas No.193 A","Cipaganti","Layanan Binatu","Asia/Jakarta",*,"0812-2162-2021","0812-2162-2021, +62 812-2162-2021","YES",1237,4.9,"https://search.google.com/local/reviews?placeid=ChIJm83ctkHnaC4RXQZ_gOAj3Hk&q=la","https://www.google.com/maps?cid=8780932820601079389",-6.8879842,107.60380599999999,"http://laundryklincihampelas.com/","laundryklincihampelas.com","Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipP0NmfEBMwudXEZaRlJx5REfqv0iWBiDipfnSJd",*,"0x2e68e741b6dccd9b:0x79dc23e0807f065d","ChIJm83ctkHnaC4RXQZ_gOAj3Hk"
"Sorcha Laundry Pajajaran (Laundry Antar Jemput Bandung)",*,"Jl. Rama No.26b, Arjuna, Kec. Cicendo, Kota Bandung, Jawa Barat 40172","Jl. Rama No.26b","Arjuna","Binatu, Layanan Binatu","Asia/Jakarta",*,"0811-1111-2731","0811-1111-2731, +62 811-1111-2731","YES",547,4.9,"https://search.google.com/local/reviews?placeid=ChIJrQA_9vvnaC4RvLQVfucpCvQ&q=la","https://www.google.com/maps?cid=17584913769251058876",-6.9081269999999995,107.5905427,"http://sorchalaundry.com/","sorchalaundry.com","Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipNghxF6CXyL9FuXrUzlLrriAkAMgFgFeF1UJTW6",*,"0x2e68e7fbf63f00ad:0xf40a29e77e15b4bc","ChIJrQA_9vvnaC4RvLQVfucpCvQ"
"Alam laundry",*,"Jl. Bagusrangin Gg. 2 No.50/50, RT.007, rw007, Kecamatan Coblong, Kota Bandung, ","Jl. Bagusrangin Gg. 2 No.50/50","RT.007, rw007","Layanan Binatu, Binatu Cucian Kering, Jasa Semir Sepatu","Asia/Jakarta",*,"0878-2315-9644","0878-2315-9644, +62 878-2315-9644","YES",129,5,"https://search.google.com/local/reviews?placeid=ChIJS9cPk-rnaC4RAGuKZyenLDg&q=la","https://www.google.com/maps?cid=4047793952781921024",-6.8962483,107.61785619999999,,,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p9RDNFYXUPyXuwT3R",*,"0x2e68e7ea930fd74b:0x382ca727678a6b00","ChIJS9cPk-rnaC4RAGuKZyenLDg"
"5asec Bandung",*,"Jalan R.E. Martadinata No.58 Babakan Ciamis, Citarum, Kec. Bandung Wetan, Kota B","Jalan R.E. Martadinata No.58 Babakan Ciamis","Citarum","Layanan Binatu, Binatu Cucian Kering, Binatu","Asia/Jakarta",*,"(022) 4238907","(022) 4238907, +62 22 4238907","YES",372,4.5,"https://search.google.com/local/reviews?placeid=ChIJTWzSv0rmaC4RvyWNfL6FO-s&q=la","https://www.google.com/maps?cid=16950288675718899135",-6.9059848,107.62013239999999,"http://www.5asecindonesia.com/","5asecindonesia.com","Sabtu: [08.00-19.00], Minggu: [Tutup], Senin: [08.00-19.00], Selasa: [08.00-19.0","https://lh5.googleusercontent.com/p/AF1QipPo3m3NP64WZecVPfnrrz777OnOGUIHb9GWe8xE",*,"0x2e68e64abfd26c4d:0xeb3b85be7c8d25bf","ChIJTWzSv0rmaC4RvyWNfL6FO-s"
"Sorcha Laundry Kiaracondong (Laundry Antar Jemput Bandung)",*,"Jl. Babakan Sari No.152 A, Babakan Sari, Kec. Kiaracondong, Kota Bandung, Jawa B","Jl. Babakan Sari No.152 A","Babakan Sari","Binatu","Asia/Jakarta",*,"0811-1111-2731","0811-1111-2731, +62 811-1111-2731","YES",239,5,"https://search.google.com/local/reviews?placeid=ChIJrxrPyQ7naC4RPb-4qniwEX8&q=la","https://www.google.com/maps?cid=9156293549727727421",-6.9256106,107.65802219999999,,,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipNKHB5ZbC84mdZvEXsIfI6aY1VTLCCTEBG7EtFF",*,"0x2e68e70ec9cf1aaf:0x7f11b078aab8bf3d","ChIJrxrPyQ7naC4RPb-4qniwEX8"
"Laundry She Bee Bee",*,"Gg. Lurah Hormat No.29, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat ","Gg. Lurah Hormat No.29","Tamansari","Binatu Cucian Kering","Asia/Jakarta",*,"0856-2230-053","0856-2230-053, +62 856-2230-053","YES",25,4.8,"https://search.google.com/local/reviews?placeid=ChIJk2bZ9VrmaC4Ri64Yfs_EO4o&q=la","https://www.google.com/maps?cid=9960771396312805003",-6.9013506,107.6082618,,,"Sabtu: [08.00-18.00], Minggu: [08.00-18.00], Senin: [08.00-20.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipNqotgGgK_LJKY5hiJjT2JzZrqwfqvfjcAxlNoG",*,"0x2e68e65af5d96693:0x8a3bc4cf7e18ae8b","ChIJk2bZ9VrmaC4Ri64Yfs_EO4o"
"Bubble Laundry",*,"Jl. Kebon Bibit No.9, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40","Jl. Kebon Bibit No.9","Tamansari","Layanan Binatu","Asia/Jakarta",*,"0821-2729-1776","0821-2729-1776, +62 821-2729-1776","YES",17,4.6,"https://search.google.com/local/reviews?placeid=ChIJGUlELkXmaC4RzzX62MHWwNs&q=la","https://www.google.com/maps?cid=15834892417891972559",-6.8979595,107.6074048,,,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Usffxl7E_qpivgZtT",*,"0x2e68e6452e444919:0xdbc0d6c1d8fa35cf","ChIJGUlELkXmaC4RzzX62MHWwNs"
"Laundry Zone Batununggal",*,"Jl. Batununggal Indah Raya No.65, Batununggal, Kec. Bandung Kidul, Kota Bandung,","Jl. Batununggal Indah Raya No.65","Batununggal","Layanan Binatu, Binatu Cucian Kering, Binatu","Asia/Jakarta",*,"0896-3045-6868","0896-3045-6868, +62 896-3045-6868","YES",58,4.9,"https://search.google.com/local/reviews?placeid=ChIJVwO2VtbpaC4RM0rQGbRBHWo&q=la","https://www.google.com/maps?cid=7646339984127969843",-6.9532221,107.6249002,"https://laundryzone.id/","laundryzone.id","Sabtu: [07.30-18.00], Minggu: [07.30-18.00], Senin: [07.30-18.00], Selasa: [07.3","https://lh5.googleusercontent.com/p/AF1QipN4O8lSE4-iglSBSkbeVqK65mZEEm9y2VSUV8Qx",*,"0x2e68e9d656b60357:0x6a1d41b419d04a33","ChIJVwO2VtbpaC4RM0rQGbRBHWo"
"aQualis Laundry & Green Dry Clean - Griya Yogya Batu Nunggal",*,"Jl. Batununggal Indah Raya Griya No.1 No. 21, Batununggal, Kec. Batununggal, Kot","Jl. Batununggal Indah Raya Griya No.1 No. 21","Batununggal","Layanan Binatu","Asia/Jakarta",*,"0812-2408-8804","0812-2408-8804, +62 812-2408-8804","YES",80,4.9,"https://search.google.com/local/reviews?placeid=ChIJyTh0T63paC4RsPgn3f6i-LE&q=la","https://www.google.com/maps?cid=12824179154453264560",-6.9532962,107.6279055,"http://www.aqualisfabricare.com/","aqualisfabricare.com","Sabtu: [08.00-21.00], Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipPFprZ-vl05mB0i5qGwx5lCBjE3mJzg6f0ZQRqj",*,"0x2e68e9ad4f7438c9:0xb1f8a2fedd27f8b0","ChIJyTh0T63paC4RsPgn3f6i-LE"
"LaundryKlin Batununggal",*,"Jl. Batununggal Indah IV No.35, Batununggal, Kec. Bandung Kidul, Kota Bandung, J","Jl. Batununggal Indah IV No.35","Batununggal","Binatu","Asia/Jakarta",*,"0851-5691-8485","0851-5691-8485, +62 851-5691-8485","YES",1,5,"https://search.google.com/local/reviews?placeid=ChIJBXSXwIrpaC4Rwi7OgGBTvYc&q=la","https://www.google.com/maps?cid=9781065639661547202",-6.956193,107.6285448,"https://www.instagram.com/laundryklin_batununggal/","instagram.com","Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipNU6he2xuwU0vu_UOjjjVhw60uK50hnjaXniJw1",*,"0x2e68e98ac0977405:0x87bd536080ce2ec2","ChIJBXSXwIrpaC4Rwi7OgGBTvYc"
"Sorcha Laundry Batununggal",*,"Jl. Suka Ati Raya No.14, Pasirluyu, Kec. Regol, Kota Bandung, Jawa Barat 40254","Jl. Suka Ati Raya No.14","Pasirluyu","Binatu","Asia/Jakarta",*,"0811-1111-2731","0811-1111-2731, +62 811-1111-2731","YES",660,4.9,"https://search.google.com/local/reviews?placeid=ChIJK__bE0PpaC4RJ96m47T4EDc&q=la","https://www.google.com/maps?cid=3967944727510572583",-6.9519163,107.6215393,"http://sorchalaundry.com/","sorchalaundry.com","Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipPXG_bBV3B315VLljj40mGnU3h0hK7c7zrNLkTY",*,"0x2e68e94313dbff2b:0x3710f8b4e3a6de27","ChIJK__bE0PpaC4RJ96m47T4EDc"
"Click Pick Laundry - Laundry antar jemput Batununggal",*,"Jl. Batu Indah VI No.27A, Batununggal, Kec. Bandung Kidul, Kota Bandung, Jawa Ba","Jl. Batu Indah VI No.27A","Batununggal","Layanan Binatu, Jasa Pembersih Karpet, Binatu Cucian Kering, Binatu, Jasa Semir ","Asia/Jakarta",*,"0877-9777-3131","0877-9777-3131, +62 877-9777-3131","YES",23,4.8,"https://search.google.com/local/reviews?placeid=ChIJ01QiC8TpaC4RjWL5hfMCZXE&q=la","https://www.google.com/maps?cid=8170940343881654925",-6.954141099999999,107.6332082,"https://www.instagram.com/clickpicklaundry/","instagram.com","Sabtu: [07.00-17.00], Minggu: [Tutup], Senin: [07.00-17.00], Selasa: [07.00-17.0","https://lh5.googleusercontent.com/p/AF1QipM0tInW8kuCrD1O4FBF1jVoudFrTB06gGbm7p9Q",*,"0x2e68e9c40b2254d3:0x716502f385f9628d","ChIJ01QiC8TpaC4RjWL5hfMCZXE"
"Laundry Cafe Batununggal",*,"Jl. Batununggal Indah IV No.39, Batununggal, Kec. Bandung Kidul, Kota Bandung, J","Jl. Batununggal Indah IV No.39","Batununggal","Layanan Binatu","Asia/Jakarta",*,"0821-2135-3599","0821-2135-3599, +62 821-2135-3599","YES",7,4.4,"https://search.google.com/local/reviews?placeid=ChIJK1J2ws_paC4RFwxoMrCLt3A&q=la","https://www.google.com/maps?cid=8122114041862163479",-6.9563295,107.6285647,,,"Sabtu: [08.00-17.00], Minggu: [Tutup], Senin: [07.00-17.00], Selasa: [07.00-17.0","https://lh5.googleusercontent.com/p/AF1QipNrCWHp8R3iBiZpyJSpCB7xibaqlfz63iOg8IYL",*,"0x2e68e9cfc276522b:0x70b78bb032680c17","ChIJK1J2ws_paC4RFwxoMrCLt3A"
"Laundry Cuci Kiloan D'billaz Bandung",*,"Jl. Maleer Indah III No.40, Maleer, Kec. Batununggal, Kota Bandung, Jawa Barat 4","Jl. Maleer Indah III No.40","Maleer","Layanan Binatu","Asia/Jakarta",*,"0812-9300-0157","0812-9300-0157, +62 812-9300-0157","YES",40,4.7,"https://search.google.com/local/reviews?placeid=ChIJhbV4uZ3naC4RZ92cgt6iMVc&q=la","https://www.google.com/maps?cid=6282982031716310375",-6.925321599999999,107.6386062,"https://laundrydbillaz.com/","laundrydbillaz.com","Sabtu: [08.00-17.00], Minggu: [09.00-17.00], Senin: [08.00-17.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipNiquA6rG7VBpv-ifPiOaWrYXp1UzDm8vW271D7",*,"0x2e68e79db978b585:0x5731a2de829cdd67","ChIJhbV4uZ3naC4RZ92cgt6iMVc"
"Waroenk laundry Batu Indah | Laundry Express 2 jam beres | wash dry fold",*,"Jl. Batu Indah Raya No.36, Batununggal, Kec. Bandung Kidul, Kota Bandung, Jawa B","Jl. Batu Indah Raya No.36","Batununggal","Layanan Binatu","Asia/Jakarta",*,"0811-1319-500","0811-1319-500, +62 811-1319-500","YES",92,4.9,"https://search.google.com/local/reviews?placeid=ChIJa9YEjcXpaC4R79a2KvrQD2A&q=la","https://www.google.com/maps?cid=6921980925168768751",-6.9535013,107.6339794,,,"Sabtu: [07.00-19.00], Minggu: [07.00-19.00], Senin: [07.00-19.00], Selasa: [10.0","https://lh5.googleusercontent.com/p/AF1QipP67vVMkv_hXuHuWkr1WT5kQp3vD47rxonXTuoo",*,"0x2e68e9c58d04d66b:0x600fd0fa2ab6d6ef","ChIJa9YEjcXpaC4R79a2KvrQD2A"
"Sorcha Laundry Kosambi (Laundry Antar Jemput Bandung)",*,"Jl. Samoja No.8, Samoja, Kec. Batununggal, Kota Bandung, Jawa Barat 40273","Jl. Samoja No.8","Samoja","Binatu","Asia/Jakarta",*,"0811-1111-2731","0811-1111-2731, +62 811-1111-2731","YES",475,4.9,"https://search.google.com/local/reviews?placeid=ChIJ5aFT3SnnaC4R0TlKawzcNQ4&q=la","https://www.google.com/maps?cid=1023966436194400721",-6.9216169999999995,107.6267069,"https://www.sorchakosambi.com/","sorchakosambi.com","Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipOp0BZc1bB7-ykpm2H7-MeDtd2gc55jfBnD5rl_",*,"0x2e68e729dd53a1e5:0xe35dc0c6b4a39d1","ChIJ5aFT3SnnaC4R0TlKawzcNQ4"
"Raundry Laundry",*,"Jl. Sekelimus Utara No.103, Batununggal, Kec. Bandung Kidul, Kota Bandung, Jawa ","Jl. Sekelimus Utara No.103","Batununggal","Layanan Binatu","Asia/Jakarta",*,"0817-388-172","0817-388-172, +62 817-388-172","YES",23,4.7,"https://search.google.com/local/reviews?placeid=ChIJnfN0-kPoaC4RtrY2_LTzkxo&q=la","https://www.google.com/maps?cid=1915142225213699766",-6.952714299999999,107.6386862,,,"Sabtu: [08.00-20.00], Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipPsdC__2dcKypmpQbuG6XhqUNwJog40FaHM4Emv",*,"0x2e68e843fa74f39d:0x1a93f3b4fc36b6b6","ChIJnfN0-kPoaC4RtrY2_LTzkxo"
"Simple Fresh Laundry 2 - FREE PICK UP & DELIVERY SERVICE",*,"Jl. Babakan Tarogong No.9, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa B","Jl. Babakan Tarogong No.9","Suka Asih","Binatu","Asia/Jakarta",*,"0822-4951-1827","0822-4951-1827, +62 822-4951-1827","YES",15,5,"https://search.google.com/local/reviews?placeid=ChIJ-5jiayjpaC4RO0VWAsyBhi8&q=la","https://www.google.com/maps?cid=3424567279874360635",-6.9363547,107.5944566,,,"Sabtu: [08.00-19.00], Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipNpUthidiaM85i3Dy6TiSejssrKNkNCfk-HWNJb",*,"0x2e68e9286be298fb:0x2f8681cc0256453b","ChIJ-5jiayjpaC4RO0VWAsyBhi8"
"nesya laundry",*,"Jl. Babakan Tarogong No.83A, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa","Jl. Babakan Tarogong No.83A","Suka Asih","Binatu Cucian Kering","Asia/Jakarta",*,"0813-9419-2398","0813-9419-2398, +62 813-9419-2398","YES",58,4.8,"https://search.google.com/local/reviews?placeid=ChIJT6-naKTpaC4RsSjpDIhxCa8&q=la","https://www.google.com/maps?cid=12612737060573882545",-6.9340408,107.5930954,,,"Sabtu: [08.00-21.00], Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipN08K3NopP7zXfxyb1KNZXkX2Z_scTQ74B1wGx0",*,"0x2e68e9a468a7af4f:0xaf0971880ce928b1","ChIJT6-naKTpaC4RsSjpDIhxCa8"
"Laundry RS.Immanuel",*,"Jl. Raya Kopo No.161, Situsaeur, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat ","Jl. Raya Kopo No.161","Situsaeur","Layanan Binatu","Asia/Jakarta",*,"(022) 5201672","(022) 5201672, +62 22 5201672","NO",8,4.6,"https://search.google.com/local/reviews?placeid=ChIJGy6NcaLoaC4R-ZIKF5R6lDU&q=la","https://www.google.com/maps?cid=3860845557023675129",-6.935486099999999,107.5972121,"http://www.rsimmanuel.com/","rsimmanuel.com","Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka","https://lh5.googleusercontent.com/p/AF1QipPgqwDwr_dZCjfFRM82swg8cWWCNvT1OGg-cBKc",*,"0x2e68e8a2718d2e1b:0x35947a94170a92f9","ChIJGy6NcaLoaC4R-ZIKF5R6lDU"
"Laundry The Daily Wash Kopo",*,"Jl. Raya Kopo No.122, Babakan Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Bar","Jl. Raya Kopo No.122","Babakan Asih","Layanan Binatu","Asia/Jakarta",*,,,"NO",25,5,"https://search.google.com/local/reviews?placeid=ChIJS_iCHADpaC4R84xmeZeWziM&q=la","https://www.google.com/maps?cid=2580165213850864883",-6.9324284,107.59644109999999,,,,"https://lh5.googleusercontent.com/p/AF1QipMd2Ud6YROoDu0DV9huI19a11BNOKr1ute9zCtG",*,"0x2e68e9001c82f84b:0x23ce969779668cf3","ChIJS_iCHADpaC4R84xmeZeWziM"
"Laundry Peta-Antar Jemput",*,"Jl. HM Basori No.32, Kopo, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40233","Jl. HM Basori No.32","Kopo","Binatu","Asia/Jakarta",*,"0877-2209-0694","0877-2209-0694, +62 877-2209-0694","YES",13,4.4,"https://search.google.com/local/reviews?placeid=ChIJD7kRYi9dVkwR99QhjzrBPJc&q=la","https://www.google.com/maps?cid=10897797655583380727",-6.9384714,107.5856783,,,"Sabtu: [08.00-19.00], Minggu: [Tutup], Senin: [08.00-19.00], Selasa: [08.00-19.0","https://lh5.googleusercontent.com/p/AF1QipPeQqUnaGu0mwQ54MnF8dYsHUSFYfx7wqWIf4A=",*,"0x4c565d2f6211b90f:0x973cc13a8f21d4f7","ChIJD7kRYi9dVkwR99QhjzrBPJc"
"Rina Laundry",*,"Jl. Sukaleueur No.56, RT.07/RW.02, Babakan Asih, Kec. Bojongloa Kaler, Kota Band","Jl. Sukaleueur No.56","RT.07/RW.02, Babakan Asih","Layanan Binatu","Asia/Jakarta",*,,,"NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJkx7WHAnpaC4RrgWpPrg11fU&q=la","https://www.google.com/maps?cid=17714123774773233070",-6.9322294,107.593719,,,,"https://lh5.googleusercontent.com/p/AF1QipN0VPqZhwsOU-VqfgX735GZWZm_1tbh1knVyAeV",*,"0x2e68e9091cd61e93:0xf5d535b83ea905ae","ChIJkx7WHAnpaC4RrgWpPrg11fU"
"RR",*,"3H7V+JHH, Babakan Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231","3H7V+JHH","Babakan Asih","Layanan Binatu","Asia/Jakarta",*,"(022) 70896271","(022) 70896271, +62 22 70896271","NO",2,5,"https://search.google.com/local/reviews?placeid=ChIJrzIkpaPoaC4R5n2L56jqoeA&q=la","https://www.google.com/maps?cid=16186476546906357222",-6.935948,107.594,,,,"https://lh5.googleusercontent.com/p/AF1QipNDdUh2qmxYafZN3fGG7pypSFevS5OA16DwbmOV",*,"0x2e68e8a3a52432af:0xe0a1eaa8e78b7de6","ChIJrzIkpaPoaC4R5n2L56jqoeA"
"Suka Laundry",*,"Jl. Babakan Tarogong No.381, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa","Jl. Babakan Tarogong No.381","Suka Asih","Layanan Binatu, Binatu Cucian Kering","Asia/Jakarta",*,"0813-2124-3338","0813-2124-3338, +62 813-2124-3338","YES",7,4.9,"https://search.google.com/local/reviews?placeid=ChIJrXuH0RzmaC4RkAMMjPAWz1w&q=la","https://www.google.com/maps?cid=6687589194066035600",-6.9259930999999995,107.58635629999999,,,"Sabtu: [08.00-18.00], Minggu: [Tutup], Senin: [08.00-18.00], Selasa: [08.00-18.0","https://lh5.googleusercontent.com/p/AF1QipNk1kkL3wLqGBNEYTfByjI72f9pW7Dc4jIUtyer",*,"0x2e68e61cd1877bad:0x5ccf16f08c0c0390","ChIJrXuH0RzmaC4RkAMMjPAWz1w"
"AA Laundry",*,"Jl. Sukamulya III No.10, RT.01/RW.10, Kopo, Kec. Bojongloa Kaler, Kota Bandung, ","Jl. Sukamulya III No.10","RT.01/RW.10, Kopo","Layanan Binatu","Asia/Jakarta",*,"0895-4251-66066","0895-4251-66066, +62 895-4251-66066","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJXUaeL_3paC4RJnPHPEO4urE&q=la","https://www.google.com/maps?cid=12806751089303450406",-6.936293099999999,107.5900357,,,"Sabtu: [08.00-17.00], Minggu: [10.00-15.00], Senin: [08.00-16.00], Selasa: [08.0","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yKXWBYMy-03Jn8N8b",*,"0x2e68e9fd2f9e465d:0xb1bab8433cc77326","ChIJXUaeL_3paC4RJnPHPEO4urE"
"Cakrawala Express Laundry",*,"3HFP+HRH, Jl. Terusan Pasirkoja, Babakan Tarogong, Kec. Bojongloa Kaler, Kota Ba","3HFP+HRH","Jl. Terusan Pasirkoja","Binatu","Asia/Jakarta",*,,,"NO",2,5,"https://search.google.com/local/reviews?placeid=ChIJk5i-2xzmaC4RZRajv6Z_dko&q=la","https://www.google.com/maps?cid=5365616360214959717",-6.926065599999999,107.5871037,,,,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhGUUvAHQ2O1noz6uRGostjdTO-ExORN",*,"0x2e68e61cdbbe9893:0x4a767fa6bfa31665","ChIJk5i-2xzmaC4RZRajv6Z_dko"
"Briwash Laundry Express - Mekarwangi",*,"Jl. Mekar Puspita No.39 B, Cibaduyut, Kec. Bojongloa Kidul, Kota Bandung, Jawa B","Jl. Mekar Puspita No.39 B","Cibaduyut","Layanan Binatu","Asia/Jakarta",*,"0851-7971-6134","0851-7971-6134, +62 851-7971-6134","YES",436,4.9,"https://search.google.com/local/reviews?placeid=ChIJtW-R8DDpaC4RIYcwDk0MVvc&q=la","https://www.google.com/maps?cid=17822446100455393057",-6.9515274,107.5983547,"https://briwash.id/","briwash.id","Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipONTuvfPFD3EaO4-YMrbK5NCUEZSJDmyZhEY3Je",*,"0x2e68e930f0916fb5:0xf7560c4d0e308721","ChIJtW-R8DDpaC4RIYcwDk0MVvc"
"Laundry Bersih Ibu Hj.Tetty (Melayani Antar Jemput)",*,"Jl. Leuwipanjang No.40, Situsaeur, Kec. Bojongloa Kidul, Kota Bandung, Jawa Bara","Jl. Leuwipanjang No.40","Situsaeur","Binatu Cucian Kering","Asia/Jakarta",*,"0877-2297-3640","0877-2297-3640, +62 877-2297-3640","YES",11,4.9,"https://search.google.com/local/reviews?placeid=ChIJPazFYAvpaC4R_BcRRcn6DGo&q=la","https://www.google.com/maps?cid=7641758410095007740",-6.9370042,107.5971701,,,"Sabtu: [09.00-17.00], Minggu: [09.00-17.00], Senin: [09.00-17.00], Selasa: [09.0","https://lh5.googleusercontent.com/p/AF1QipOtPDXUc-9LwChWIz1IV3Je1TawYOH1Wwt8nMaq",*,"0x2e68e90b60c5ac3d:0x6a0cfac9451117fc","ChIJPazFYAvpaC4R_BcRRcn6DGo"
"ABELL LAUNDRY & EXPEDISI",*,"Jl. Karasak No.27-35, Kb. Lega, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 4","Jl. Karasak No.27-35","Kb. Lega","Binatu","Asia/Jakarta",*,"0813-2181-2363","0813-2181-2363, +62 813-2181-2363","YES",17,5,"https://search.google.com/local/reviews?placeid=ChIJDVbMOcnpaC4RORdYKn73xk4&q=la","https://www.google.com/maps?cid=5676496501595445049",-6.948981,107.60341629999999,,,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1BJ9c16AMjl17yM0S",*,"0x2e68e9c939cc560d:0x4ec6f77e2a581739","ChIJDVbMOcnpaC4RORdYKn73xk4"
"Laundry The Daily Wash Kopo",*,"Jl. Raya Kopo No.122, Babakan Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Bar","Jl. Raya Kopo No.122","Babakan Asih","Layanan Binatu","Asia/Jakarta",*,,,"NO",25,5,"https://search.google.com/local/reviews?placeid=ChIJS_iCHADpaC4R84xmeZeWziM&q=la","https://www.google.com/maps?cid=2580165213850864883",-6.9324284,107.59644109999999,,,,"https://lh5.googleusercontent.com/p/AF1QipOnTb8r6xN53ZJ2_7DprAao2-RPHmHO4YcSV9EW",*,"0x2e68e9001c82f84b:0x23ce969779668cf3","ChIJS_iCHADpaC4R84xmeZeWziM"
"Laundry RS.Immanuel",*,"Jl. Raya Kopo No.161, Situsaeur, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat ","Jl. Raya Kopo No.161","Situsaeur","Layanan Binatu","Asia/Jakarta",*,"(022) 5201672","(022) 5201672, +62 22 5201672","NO",8,4.6,"https://search.google.com/local/reviews?placeid=ChIJGy6NcaLoaC4R-ZIKF5R6lDU&q=la","https://www.google.com/maps?cid=3860845557023675129",-6.935486099999999,107.5972121,"http://www.rsimmanuel.com/","rsimmanuel.com","Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka","https://lh5.googleusercontent.com/p/AF1QipPgqwDwr_dZCjfFRM82swg8cWWCNvT1OGg-cBKc",*,"0x2e68e8a2718d2e1b:0x35947a94170a92f9","ChIJGy6NcaLoaC4R-ZIKF5R6lDU"
