"Name","Description","Fulladdress","Street","Municipality","Categories","Time Zone","Amenities","Phone","Phones","Claimed","Review Count","Average Rating","Review URL","Google Maps URL","Latitude","Longitude","Website","Domain","Opening Hours","Featured Image","Cid","Fid","Place Id"
"ASTRO CLEAN LAUNDRY",*,"Jl. Gajah Raya No.46, Pandean Lamper, Kec. Gayamsari, Kota Semarang, Jawa Tengah","Jl. Gajah Raya No.46","Pandean Lamper","Binatu Cucian Kering","Asia/Jakarta",*,"0812-1594-2587","0812-1594-2587, +62 812-1594-2587","YES",13,4.9,"https://search.google.com/local/reviews?placeid=ChIJydE25guNcC4RhOxeGKhQTyw&q=la","https://www.google.com/maps?cid=3192859343722572932",-6.9955207999999995,110.4462755,,,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipNQkp13ZyVH_12ERDyHsZl3qODdRN18M6RwYX4I",*,"0x2e708d0be636d1c9:0x2c4f50a8185eec84","ChIJydE25guNcC4RhOxeGKhQTyw"
"Tian Laundry cabang",*,"Pandean Lamper, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50249","Pandean Lamper","Kec. Gayamsari","Binatu","Asia/Jakarta",*,"0895-3972-52632","0895-3972-52632, +62 895-3972-52632","YES",1,5,"https://search.google.com/local/reviews?placeid=ChIJMzTUk76McC4R1DqpTWjVq7Y&q=la","https://www.google.com/maps?cid=13162848979876657876",-6.9913134999999995,110.44523249999999,,,"Minggu: [07.30-19.30], Senin: [07.30-19.30], Selasa: [07.30-19.30], Rabu: [07.30","https://lh5.googleusercontent.com/p/AF1QipO77uf_BGltqlNRISuCW0lkhbTVe0UvHqBfG4MY",*,"0x2e708cbe93d43433:0xb6abd5684da93ad4","ChIJMzTUk76McC4R1DqpTWjVq7Y"
"Denis Laundry",*,"Jalan Sanggrahan No 19 Melati Baru semarang timur, Siwalan, Kec. Gayamsari, Kota","Jalan Sanggrahan No 19 Melati Baru semarang timur","Siwalan","Binatu","Asia/Jakarta",*,"0857-4078-9033","0857-4078-9033, +62 857-4078-9033","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJOb-e-bWMcC4R9iew9kZheYo&q=la","https://www.google.com/maps?cid=9978113406830389238",-6.978737499999999,110.44977569999999,,,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=78ZXgq1qlk3Um5cX6",*,"0x2e708cb5f99ebf39:0x8a796146f6b027f6","ChIJOb-e-bWMcC4R9iew9kZheYo"
"Cakrawala Laundry",*,"Jl. Kanguru Tengah No.4B, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa Tengah ","Jl. Kanguru Tengah No.4B","Gayamsari","Binatu Cucian Kering","Asia/Jakarta",*,"0810-1724-456","0810-1724-456, +62 810-1724-456","NO",2,5,"https://search.google.com/local/reviews?placeid=ChIJQ-jdLOuMcC4Rc2tIrkGuwzc&q=la","https://www.google.com/maps?cid=4018246889664703347",-6.9974696,110.45012829999999,,,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MGBITinWd4Ou8g_Wi",*,"0x2e708ceb2cdde843:0x37c3ae41ae486b73","ChIJQ-jdLOuMcC4Rc2tIrkGuwzc"
"FLASH LAUNDRY EXPRESS CABANG JOLOTUNDO",*,"Jl. Jolotundo No.23, Sambirejo, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50166","Jl. Jolotundo No.23","Sambirejo","Layanan Binatu","Asia/Jakarta",*,"0858-7698-4888","0858-7698-4888, +62 858-7698-4888","YES",40,4.9,"https://search.google.com/local/reviews?placeid=ChIJewRxNcCNcC4RyTx0u0OM4TM&q=la","https://www.google.com/maps?cid=3738423388229876937",-6.9858012,110.44591539999999,"https://www.flashlaundryexpress.com/","flashlaundryexpress.com","Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipN-AM79gU8uG71Z_l9VcTsNM0b12tygzXRZr9o=",*,"0x2e708dc03571047b:0x33e18c43bb743cc9","ChIJewRxNcCNcC4RyTx0u0OM4TM"
"LESTARI LAUNDRY",*,"2F42+GPM, Jl. Gajah Tim. Dalam I, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa","2F42+GPM","Jl. Gajah Tim. Dalam I","Layanan Binatu","Asia/Jakarta",*,"0857-0127-8588","0857-0127-8588, +62 857-0127-8588","NO",3,5,"https://search.google.com/local/reviews?placeid=ChIJ-RZu8QCNcC4RaIxvNZEBL1Y&q=la","https://www.google.com/maps?cid=6210184134345591912",-6.9936636,110.45181,,,"Minggu: [07.30-20.00], Senin: [07.30-20.00], Selasa: [07.30-20.00], Rabu: [07.30","https://lh5.googleusercontent.com/p/AF1QipMVzxyFqz3JXkM3hZIK2k0Mo0XhUnEZgQFHQvOY",*,"0x2e708d00f16e16f9:0x562f0191356f8c68","ChIJ-RZu8QCNcC4RaIxvNZEBL1Y"
"Datho Laundry",*,"Jl. Purwosari 2, Tambakrejo, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50174","Jl. Purwosari 2","Tambakrejo","Binatu","Asia/Jakarta",*,"0852-2511-0793","0852-2511-0793, +62 852-2511-0793","YES",2,5,"https://search.google.com/local/reviews?placeid=ChIJmwgXO4jzcC4RCgEAMdFOdGo&q=la","https://www.google.com/maps?cid=7670842725696012554",-6.9571286,110.44376349999999,,,"Minggu: [11.00-16.15], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipOkQABzxn1pY6vGbMvgTtnWie2olTUpyI_j0EI6",*,"0x2e70f3883b17089b:0x6a744ed13100010a","ChIJmwgXO4jzcC4RCgEAMdFOdGo"
"AM Laundry",*,"Jl. Gajah Tim. Dalam I No.9D, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa Ten","Jl. Gajah Tim. Dalam I No.9D","Gayamsari","Binatu","Asia/Jakarta",*,"0823-2306-0077","0823-2306-0077, +62 823-2306-0077","YES",12,4.7,"https://search.google.com/local/reviews?placeid=ChIJbTS3x62NcC4RBjfkk7ynWsA&q=la","https://www.google.com/maps?cid=13860575231563020038",-6.993714499999999,110.45040739999999,,,"Minggu: [06.00-21.00], Senin: [06.00-21.00], Selasa: [06.00-21.00], Rabu: [06.00","https://lh5.googleusercontent.com/p/AF1QipPL9Vjq52ztmHK1zQao8bfuTDIfnB9Ng9tp7fTW",*,"0x2e708dadc7b7346d:0xc05aa7bc93e43706","ChIJbTS3x62NcC4RBjfkk7ynWsA"
"Smile Laundry",*,"Jalan Kanguru Raya No.mor 62, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa Ten","Jalan Kanguru Raya No.mor 62","Gayamsari","Layanan Binatu","Asia/Jakarta",*,"0857-1371-5853","0857-1371-5853, +62 857-1371-5853","YES",12,4.6,"https://search.google.com/local/reviews?placeid=ChIJ-ds_-r-McC4R7W15yCnf8Vw&q=la","https://www.google.com/maps?cid=6697379491426692589",-6.9939439,110.4496212,,,"Minggu: [05.30-21.00], Senin: [05.30-21.00], Selasa: [05.30-21.00], Rabu: [05.30","https://lh5.googleusercontent.com/p/AF1QipNwx7Bbw1agPTl4Ll23R9J98E1PwBokWsnhMDnV",*,"0x2e708cbffa3fdbf9:0x5cf1df29c8796ded","ChIJ-ds_-r-McC4R7W15yCnf8Vw"
"Family Laundry",*,"Jl. Gajah Tim. Dalam IV No.mor 37, Gayamsari, Kec. Gayamsari, Kota Semarang, Jaw","Jl. Gajah Tim. Dalam IV No.mor 37","Gayamsari","Layanan Binatu","Asia/Jakarta",*,"0895-3582-35952","0895-3582-35952, +62 895-3582-35952","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJoSVaQ8CMcC4Rz8ST_taKK4M&q=la","https://www.google.com/maps?cid=9451800898965849295",-6.993729699999999,110.4494706,,,"Minggu: [06.00-23.00], Senin: [06.00-23.00], Selasa: [06.00-23.00], Rabu: [06.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dlhzEBywZjnmDnxs3",*,"0x2e708cc0435a25a1:0x832b8ad6fe93c4cf","ChIJoSVaQ8CMcC4Rz8ST_taKK4M"
"ASTRO CLEAN LAUNDRY",*,"Jl. Gajah Raya No.46, Pandean Lamper, Kec. Gayamsari, Kota Semarang, Jawa Tengah","Jl. Gajah Raya No.46","Pandean Lamper","Binatu Cucian Kering","Asia/Jakarta",*,"0812-1594-2587","0812-1594-2587, +62 812-1594-2587","YES",13,4.9,"https://search.google.com/local/reviews?placeid=ChIJydE25guNcC4RhOxeGKhQTyw&q=la","https://www.google.com/maps?cid=3192859343722572932",-6.9955207999999995,110.4462755,,,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipNQkp13ZyVH_12ERDyHsZl3qODdRN18M6RwYX4I",*,"0x2e708d0be636d1c9:0x2c4f50a8185eec84","ChIJydE25guNcC4RhOxeGKhQTyw"
"Tian Laundry cabang",*,"Pandean Lamper, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50249","Pandean Lamper","Kec. Gayamsari","Binatu","Asia/Jakarta",*,"0895-3972-52632","0895-3972-52632, +62 895-3972-52632","YES",1,5,"https://search.google.com/local/reviews?placeid=ChIJMzTUk76McC4R1DqpTWjVq7Y&q=la","https://www.google.com/maps?cid=13162848979876657876",-6.9913134999999995,110.44523249999999,,,"Minggu: [07.30-19.30], Senin: [07.30-19.30], Selasa: [07.30-19.30], Rabu: [07.30","https://lh5.googleusercontent.com/p/AF1QipO77uf_BGltqlNRISuCW0lkhbTVe0UvHqBfG4MY",*,"0x2e708cbe93d43433:0xb6abd5684da93ad4","ChIJMzTUk76McC4R1DqpTWjVq7Y"
"Denis Laundry",*,"Jalan Sanggrahan No 19 Melati Baru semarang timur, Siwalan, Kec. Gayamsari, Kota","Jalan Sanggrahan No 19 Melati Baru semarang timur","Siwalan","Binatu","Asia/Jakarta",*,"0857-4078-9033","0857-4078-9033, +62 857-4078-9033","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJOb-e-bWMcC4R9iew9kZheYo&q=la","https://www.google.com/maps?cid=9978113406830389238",-6.978737499999999,110.44977569999999,,,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=78ZXgq1qlk3Um5cX6",*,"0x2e708cb5f99ebf39:0x8a796146f6b027f6","ChIJOb-e-bWMcC4R9iew9kZheYo"
"Cakrawala Laundry",*,"Jl. Kanguru Tengah No.4B, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa Tengah ","Jl. Kanguru Tengah No.4B","Gayamsari","Binatu Cucian Kering","Asia/Jakarta",*,"0810-1724-456","0810-1724-456, +62 810-1724-456","NO",2,5,"https://search.google.com/local/reviews?placeid=ChIJQ-jdLOuMcC4Rc2tIrkGuwzc&q=la","https://www.google.com/maps?cid=4018246889664703347",-6.9974696,110.45012829999999,,,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MGBITinWd4Ou8g_Wi",*,"0x2e708ceb2cdde843:0x37c3ae41ae486b73","ChIJQ-jdLOuMcC4Rc2tIrkGuwzc"
"FLASH LAUNDRY EXPRESS CABANG JOLOTUNDO",*,"Jl. Jolotundo No.23, Sambirejo, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50166","Jl. Jolotundo No.23","Sambirejo","Layanan Binatu","Asia/Jakarta",*,"0858-7698-4888","0858-7698-4888, +62 858-7698-4888","YES",40,4.9,"https://search.google.com/local/reviews?placeid=ChIJewRxNcCNcC4RyTx0u0OM4TM&q=la","https://www.google.com/maps?cid=3738423388229876937",-6.9858012,110.44591539999999,"https://www.flashlaundryexpress.com/","flashlaundryexpress.com","Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipN-AM79gU8uG71Z_l9VcTsNM0b12tygzXRZr9o=",*,"0x2e708dc03571047b:0x33e18c43bb743cc9","ChIJewRxNcCNcC4RyTx0u0OM4TM"
"LESTARI LAUNDRY",*,"2F42+GPM, Jl. Gajah Tim. Dalam I, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa","2F42+GPM","Jl. Gajah Tim. Dalam I","Layanan Binatu","Asia/Jakarta",*,"0857-0127-8588","0857-0127-8588, +62 857-0127-8588","NO",3,5,"https://search.google.com/local/reviews?placeid=ChIJ-RZu8QCNcC4RaIxvNZEBL1Y&q=la","https://www.google.com/maps?cid=6210184134345591912",-6.9936636,110.45181,,,"Minggu: [07.30-20.00], Senin: [07.30-20.00], Selasa: [07.30-20.00], Rabu: [07.30","https://lh5.googleusercontent.com/p/AF1QipMVzxyFqz3JXkM3hZIK2k0Mo0XhUnEZgQFHQvOY",*,"0x2e708d00f16e16f9:0x562f0191356f8c68","ChIJ-RZu8QCNcC4RaIxvNZEBL1Y"
"Datho Laundry",*,"Jl. Purwosari 2, Tambakrejo, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50174","Jl. Purwosari 2","Tambakrejo","Binatu","Asia/Jakarta",*,"0852-2511-0793","0852-2511-0793, +62 852-2511-0793","YES",2,5,"https://search.google.com/local/reviews?placeid=ChIJmwgXO4jzcC4RCgEAMdFOdGo&q=la","https://www.google.com/maps?cid=7670842725696012554",-6.9571286,110.44376349999999,,,"Minggu: [11.00-16.15], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipOkQABzxn1pY6vGbMvgTtnWie2olTUpyI_j0EI6",*,"0x2e70f3883b17089b:0x6a744ed13100010a","ChIJmwgXO4jzcC4RCgEAMdFOdGo"
"NN Laundry UNNES",*,"W9XW+H4W, Jl. Taman Siswa, Sekaran, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50","W9XW+H4W","Jl. Taman Siswa","Layanan Binatu","Asia/Jakarta",*,"0856-4043-9997","0856-4043-9997, +62 856-4043-9997","NO",174,5,"https://search.google.com/local/reviews?placeid=ChIJL4n8AACLcC4R4IlaiS6k2RA&q=la","https://www.google.com/maps?cid=1214182094332922336",-7.0510123,110.39534139999999,,,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipMvTJcphkEP1kTubru7gulGp9uKi9N48Mqg3zb4",*,"0x2e708b0000fc892f:0x10d9a42e895a89e0","ChIJL4n8AACLcC4R4IlaiS6k2RA"
"Laundry O",*,"Gg. Cemp. Sari No.41, Sekaran, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50229","Gg. Cemp. Sari No.41","Sekaran","Layanan Binatu","Asia/Jakarta",*,"0813-9026-2458","0813-9026-2458, +62 813-9026-2458","YES",186,5,"https://search.google.com/local/reviews?placeid=ChIJ2Z4MT6iLcC4RyghZ4cmNINs&q=la","https://www.google.com/maps?cid=15789776191769610442",-7.0536734999999995,110.3967673,,,"Minggu: [07.00-23.00], Senin: [07.00-23.00], Selasa: [07.00-23.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipME70yTJ1gBGCViI-kI4nSfhZpXgG1LE0sF7DRV",*,"0x2e708ba84f0c9ed9:0xdb208dc9e15908ca","ChIJ2Z4MT6iLcC4RyghZ4cmNINs"
"Ummul Laundry",*,"W98Q+7G4, Pakintelan, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50227","W98Q+7G4","Pakintelan","Binatu Cucian Kering","Asia/Jakarta",*,"0856-4180-5008","0856-4180-5008, +62 856-4180-5008","NO",10,4.8,"https://search.google.com/local/reviews?placeid=ChIJOWRybQ6JcC4Rs8GwUJOlO3E&q=la","https://www.google.com/maps?cid=8159297202044322227",-7.0843528,110.3888266,,,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipNkbUPTgjJUkUfjzwBguSXj9S8C2SQfNSi8wv3u",*,"0x2e70890e6d726439:0x713ba59350b0c1b3","ChIJOWRybQ6JcC4Rs8GwUJOlO3E"
"YUQITA LAUNDRY",*,"Jl. Pete Raya, Sekaran, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50229","Jl. Pete Raya","Sekaran","Layanan Binatu","Asia/Jakarta",*,"0852-2793-3932","0852-2793-3932, +62 852-2793-3932","YES",16,4.8,"https://search.google.com/local/reviews?placeid=ChIJy1HfD9-LcC4RuXPMy2bfyeQ&q=la","https://www.google.com/maps?cid=16485953543565243321",-7.0560218,110.3986633,,,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipNpx15HxAKCj_uoH6euXih3PuAIoZNG4kyzerKy",*,"0x2e708bdf0fdf51cb:0xe4c9df66cbcc73b9","ChIJy1HfD9-LcC4RuXPMy2bfyeQ"
"Best Laundry Self Service",*,"W9WV+9WW, Jl. Taman Siswa, Sekaran, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50","W9WV+9WW","Jl. Taman Siswa","Layanan Binatu","Asia/Jakarta",*,"0857-8627-4780","0857-8627-4780, +62 857-8627-4780","NO",89,5,"https://search.google.com/local/reviews?placeid=ChIJJRZmKwCLcC4RJqzdACfrPps&q=la","https://www.google.com/maps?cid=11186637077185670182",-7.054009499999999,110.39482129999999,,,"Minggu: [07.00-02.00], Senin: [07.00-02.00], Selasa: [07.00-02.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipMOEP8H1oOS8UZPMDj-2h3q69G87Cq6xNdVEyj1",*,"0x2e708b002b661625:0x9b3eeb2700ddac26","ChIJJRZmKwCLcC4RJqzdACfrPps"
"Laundry Room UNNES",*,"Jl. Pete Raya No.04, RT.05/RW.1, Sekaran, Kec. Gn. Pati, Kota Semarang, Jawa Ten","Jl. Pete Raya No.04","RT.05/RW.1, Sekaran","Layanan Binatu, Pusat Bisnis, Jasa Pembersih Karpet, Pemasok peralatan binatu ya","Asia/Jakarta",*,"0857-4135-2710","0857-4135-2710, +62 857-4135-2710","YES",184,4.9,"https://search.google.com/local/reviews?placeid=ChIJyaK3y9aLcC4RbZ_U8765hsY&q=la","https://www.google.com/maps?cid=14305325496174681965",-7.056887799999999,110.3981034,,,"Minggu: [08.00-20.30], Senin: [08.00-20.30], Selasa: [08.00-20.30], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipO1aNbIawIDzCJ7eX3PqgpO2xmRf0aL599e5VGB",*,"0x2e708bd6cbb7a2c9:0xc686b9bef3d49f6d","ChIJyaK3y9aLcC4RbZ_U8765hsY"
"Anugrah Laundry",*,"Jl. Raya Manyaran-Gunungpati No.30, Gunungpati, Kec. Gn. Pati, Kota Semarang, Ja","Jl. Raya Manyaran-Gunungpati No.30","Gunungpati","Binatu","Asia/Jakarta",*,"0813-9023-0320","0813-9023-0320, +62 813-9023-0320","NO",9,4.6,"https://search.google.com/local/reviews?placeid=ChIJdZtCx7uJcC4Rs3gliqCpqTk&q=la","https://www.google.com/maps?cid=4155038638203566259",-7.0864408,110.3619056,,,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipPjwjCOFCSLdMfieeQst_ZO4a5LCGxW4mxOdqfz",*,"0x2e7089bbc7429b75:0x39a9a9a08a2578b3","ChIJdZtCx7uJcC4Rs3gliqCpqTk"
"BKH Laundry",*,"Jl. Raya Cangkiran-Gunungpati, Gunungpati, Kec. Mijen, Kota Semarang, Jawa Tenga","Jl. Raya Cangkiran-Gunungpati","Gunungpati","Binatu Cucian Kering","Asia/Jakarta",*,"0821-3254-2948","0821-3254-2948, +62 821-3254-2948","YES",8,4.8,"https://search.google.com/local/reviews?placeid=ChIJ-8dZ1XNjcC4RnY7tmxAq0Yo&q=la","https://www.google.com/maps?cid=10002822498190462621",-7.0873108,110.3117935,,,"Minggu: [06.30-19.30], Senin: [06.30-19.30], Selasa: [06.30-19.30], Rabu: [06.30","https://lh5.googleusercontent.com/p/AF1QipO9EVF5aXVffZyEpGS3AOf9gZFJYx9Dst_wSFKO",*,"0x2e706373d559c7fb:0x8ad12a109bed8e9d","ChIJ-8dZ1XNjcC4RnY7tmxAq0Yo"
"LAUNDRY PAPA JL TAMAN SISWA",*,"Jl. Taman Siswa No.8b, Sekaran, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50229","Jl. Taman Siswa No.8b","Sekaran","Binatu","Asia/Jakarta",*,"0896-7101-5466","0896-7101-5466, +62 896-7101-5466","YES",52,5,"https://search.google.com/local/reviews?placeid=ChIJy83p-2iLcC4RXu0LCaRI014&q=la","https://www.google.com/maps?cid=6832884929014787422",-7.0529325,110.39503649999999,"https://www.instagram.com/papa_laundryy?igsh=N2JrbnEwYXNvODg5&utm_source=qr","instagram.com","Minggu: [09.00-22.00], Senin: [09.00-22.00], Selasa: [09.00-22.00], Rabu: [09.00","https://lh5.googleusercontent.com/p/AF1QipMTqZNMI6dqFjXBPUYcWBVYoGmq2Qp2BEr-cyOE",*,"0x2e708b68fbe9cdcb:0x5ed348a4090bed5e","ChIJy83p-2iLcC4RXu0LCaRI014"
"Bebek Laundry Gunungpati",*,"Jl. Raya Banaran No.105, Sekaran, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 5022","Jl. Raya Banaran No.105","Sekaran","Layanan Binatu","Asia/Jakarta",*,"0813-1991-4418","0813-1991-4418, +62 813-1991-4418","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJK6IO8VuLcC4RaGU6zFwjnKA&q=la","https://www.google.com/maps?cid=11573164023905674600",-7.0458881,110.3906117,,,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T3ksxcmLDzLr9V_FO",*,"0x2e708b5bf10ea22b:0xa09c235ccc3a6568","ChIJK6IO8VuLcC4RaGU6zFwjnKA"
"Cahaya Laundry Mijen",*,"Jalan Wonolopo Rt 01 Rw 10, Wonolopo, Mijen, Wonolopo, Kec. Mijen, Kota Semarang","Jalan Wonolopo Rt 01 Rw 10, Wonolopo, Mijen","Wonolopo","Layanan Binatu","Asia/Jakarta",*,"0896-1935-0886","0896-1935-0886, +62 896-1935-0886","YES",17,4.7,"https://search.google.com/local/reviews?placeid=ChIJR6xJF-5hcC4Rmm6BPO3PW08&q=la","https://www.google.com/maps?cid=5718392769706290842",-7.0507466999999995,110.31414679999999,,,"Minggu: [06.30-21.00], Senin: [06.30-21.00], Selasa: [06.30-21.00], Rabu: [06.30","https://lh5.googleusercontent.com/p/AF1QipOtaQq9my-5Tyth09CwFSFBAIoFeSgJF3qzUXxU",*,"0x2e7061ee1749ac47:0x4f5bcfed3c816e9a","ChIJR6xJF-5hcC4Rmm6BPO3PW08"
"Amanah Laundry and Shoes Care",*,"W8X9+HRM, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50519","W8X9+HRM","Mijen","Binatu","Asia/Jakarta",*,"0851-5899-2825","0851-5899-2825, +62 851-5899-2825","NO",10,5,"https://search.google.com/local/reviews?placeid=ChIJ1zPae7JhcC4RqglKjaVHLnI&q=la","https://www.google.com/maps?cid=8227592345618090410",-7.0511003,110.3195303,,,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipNnSoSh_Dknz-JwQXytVBGetmZJi6CI6GY9z155",*,"0x2e7061b27bda33d7:0x722e47a58d4a09aa","ChIJ1zPae7JhcC4RqglKjaVHLnI"
"Qumbah laundry",*,"W8M6+XJM, Jl. Rm. Hadisoebeno Sosro Wardoyo, Jatisari, Kec. Mijen, Kota Semarang","W8M6+XJM","Jl. Rm. Hadisoebeno Sosro Wardoyo","Layanan Binatu","Asia/Jakarta",*,"0813-2769-0063","0813-2769-0063, +62 813-2769-0063","YES",54,4.8,"https://search.google.com/local/reviews?placeid=ChIJiSmdc09jcC4RNzjvBoUhQRg&q=la","https://www.google.com/maps?cid=1747714985627170871",-7.0650433999999995,110.3115558,,,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipMf0cptY-6I6lPJlpsB77uXBO27N9RGABeI9Ziz",*,"0x2e70634f739d2989:0x1841218506ef3837","ChIJiSmdc09jcC4RNzjvBoUhQRg"
"LaundryKlin BSB",*,"X84C+FQG, Blk. B, Pesantren, Kec. Mijen, Kota Semarang, Jawa Tengah 50212","X84C+FQG","Blk. B","Binatu","Asia/Jakarta",*,,,"NO",52,4.8,"https://search.google.com/local/reviews?placeid=ChIJ3RxtYBxhcC4RA1W9brwIGfM&q=la","https://www.google.com/maps?cid=17517041831039030531",-7.043814299999999,110.3219494,,,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipOXZ9ZI-UV9XmxuYyVFir7xAe-3YHLXVw-LnzAt",*,"0x2e70611c606d1cdd:0xf31908bc6ebd5503","ChIJ3RxtYBxhcC4RA1W9brwIGfM"
"Laundry Rakyat Mijen",*,"Jalan hadisubeno, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah","Jalan hadisubeno","Mijen","Layanan Binatu","Asia/Jakarta",*,"0895-3332-29404","0895-3332-29404, +62 895-3332-29404","YES",16,4.9,"https://search.google.com/local/reviews?placeid=ChIJ_yvdyzpjcC4R_pHXH3cQivQ&q=la","https://www.google.com/maps?cid=17620914595861860862",-7.0643439,110.3115004,,,"Minggu: [06.30-20.30], Senin: [06.30-20.30], Selasa: [06.30-20.30], Rabu: [06.30","https://lh5.googleusercontent.com/p/AF1QipPnK0yTh96U5q0InO91YcsXbEyL_k1tBzODZ7SD",*,"0x2e70633acbdd2bff:0xf48a10771fd791fe","ChIJ_yvdyzpjcC4R_pHXH3cQivQ"
"DeDiana’ Laundry",*,"Ruko Emerald Green BSB City, Blk. A No.17, Jatibarang, Mijen, Semarang City, Cen","Ruko Emerald Green BSB City","Blk. A No.17","Layanan Binatu","Asia/Jakarta",*,"0813-2471-2729","0813-2471-2729, +62 813-2471-2729","YES",21,4.8,"https://search.google.com/local/reviews?placeid=ChIJu3xDzj9hcC4Rcy9-lwBFpbM&q=la","https://www.google.com/maps?cid=12944828572790304627",-7.0450082,110.32637229999999,,,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipPELC41XnwJcCcqV4bXHzPRx_p7qZc1_aIwi9T3",*,"0x2e70613fce437cbb:0xb3a54500977e2f73","ChIJu3xDzj9hcC4Rcy9-lwBFpbM"
