"Name","Description","Fulladdress","Street","Municipality","Categories","Time Zone","Amenities","Phone","Phones","Claimed","Review Count","Average Rating","Review URL","Google Maps URL","Latitude","Longitude","Website","Domain","Opening Hours","Featured Image","Cid","Fid","Place Id"
"Everest Laundry & Dry Clean",*,"Jl. Sei Bahbolon No.50, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 2015","Jl. Sei Bahbolon No.50","Babura","Layanan Binatu, Binatu Cucian Kering","Asia/Jakarta",*,"0811-610-759","0811-610-759, +62 811-610-759","YES",28,4.5,"https://search.google.com/local/reviews?placeid=ChIJ4eoiOdIxMTAR-_kWX4bAjxc&q=la","https://www.google.com/maps?cid=1697787267895458299",3.5821085999999998,98.65476729999999,*,*,"Minggu: [Tutup], Senin: [07.30-19.00], Selasa: [07.30-19.00], Rabu: [07.30-19.00","https://lh5.googleusercontent.com/p/AF1QipNaNk-ooBOQnwY9SH2Wz3IORMHAGR3PJTQU0cav",*,"0x303131d23922eae1:0x178fc0865f16f9fb","ChIJ4eoiOdIxMTAR-_kWX4bAjxc"
"Parfait Laundry",*,"Jalan Pembangunan USU No.91, Padang Bulan, Kec. Medan Baru, Kota Medan, Sumatera","Jalan Pembangunan USU No.91","Padang Bulan","Layanan Binatu","Asia/Jakarta",*,"0821-4577-2131","0821-4577-2131, +62 821-4577-2131","YES",34,4.9,"https://search.google.com/local/reviews?placeid=ChIJl3N8eL8vMTAR63TEsngtg4Q&q=la","https://www.google.com/maps?cid=9548525631374128363",3.5632352999999997,98.652256,*,*,"Minggu: [10.00-21.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00","https://lh5.googleusercontent.com/p/AF1QipNA2OGNKRJAjEgVzYn4R1uTcr8Q9oFJkv0dN6In",*,"0x30312fbf787c7397:0x84832d78b2c474eb","ChIJl3N8eL8vMTAR63TEsngtg4Q"
"Happy Wash Laundry",*,"Jl. Brigjend Katamso No.626, Kp. Baru, Kec. Medan Maimun, Kota Medan, Sumatera U","Jl. Brigjend Katamso No.626","Kampung Baru","Binatu","Asia/Jakarta",*,,,"NO",3,4,"https://search.google.com/local/reviews?placeid=ChIJ4RFYUEAxMTARYzBTljC-5zE&q=la","https://www.google.com/maps?cid=3596051943368372323",3.5530192,98.6883079,*,*,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipPhHJ5Ntu_WIb4XEAHlILFZ7u5SN_261uZD5TwM",*,"0x30313140505811e1:0x31e7be3096533063","ChIJ4RFYUEAxMTARYzBTljC-5zE"
"Bens Laundry",*,"Jl. Jamin Ginting No.638b, Padang Bulan, Kec. Medan Baru, Kota Medan, Sumatera U","Jl. Jamin Ginting No.638b","Padang Bulan","Binatu","Asia/Jakarta",*,"0858-0538-7463","0858-0538-7463, +62 858-0538-7463","YES",20,4.8,"https://search.google.com/local/reviews?placeid=ChIJpRFRR38vMTARCh5p8LqT63o&q=la","https://www.google.com/maps?cid=8857335523260833290",3.5512403999999997,98.6597863,*,*,"Minggu: [07.30-21.30], Senin: [07.30-21.30], Selasa: [07.30-21.30], Rabu: [07.30","https://lh5.googleusercontent.com/p/AF1QipPTzKyc0m_mXQJHPC7IBiZDFcURye7r5zN9f5D8",*,"0x30312f7f475111a5:0x7aeb93baf0691e0a","ChIJpRFRR38vMTARCh5p8LqT63o"
"Noda Laundry Medan (Wet Cleaning & Dry Cleaning)",*,"Jl. Padang Golf No.10, Suka Damai, Kec. Medan Polonia, Kota Medan, Sumatera Utar","Jl. Padang Golf No.10","Suka Damai","Binatu, Binatu Cucian Kering, Layanan Binatu","Asia/Jakarta",*,"0857-6076-2519","0857-6076-2519, +62 857-6076-2519","YES",212,4.8,"https://search.google.com/local/reviews?placeid=ChIJZab2DYsxMTARRik1nh-KByg&q=la","https://www.google.com/maps?cid=2884425954756995398",3.5566107999999996,98.6812547,*,*,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipOpuqhaH2hjsiHZrLMnt5oHw6rspTLWKLDUEQxH",*,"0x3031318b0df6a665:0x28078a1f9e352946","ChIJZab2DYsxMTARRik1nh-KByg"
"Happy wash laundry",*,"Jl. Cilacap Timur No.15, Belawan II, Medan Kota Belawan, Kota Medan, Sumatera Ut","Jl. Cilacap Timur No.15","Belawan II","Layanan Binatu","Asia/Jakarta",*,"0822-6708-0099","0822-6708-0099, +62 822-6708-0099","YES",2,5,"https://search.google.com/local/reviews?placeid=ChIJ5d5qqEDNNjARfSl9oU6uhug&q=la","https://www.google.com/maps?cid=16755271116418525565",3.7796178,98.685352,*,*,"Minggu: [07.30-22.00], Senin: [07.30-22.00], Selasa: [07.30-22.00], Rabu: [07.30","https://lh5.googleusercontent.com/p/AF1QipP-nwoYgcfFEVCu_kB77-atAIhefd-L0YsM1kYQ",*,"0x3036cd40a86adee5:0xe886ae4ea17d297d","ChIJ5d5qqEDNNjARfSl9oU6uhug"
"MARI LAUNDRY",*,"QMCJ+GMM, Jl. St., Belawan II, Medan Kota Belawan, Kota Medan, Sumatera Utara 20","QMCJ+GMM","Jl. St.","Layanan Binatu","Asia/Jakarta",*,"0822-9702-8832","0822-9702-8832, +62 822-9702-8832","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJy3Ocv6rNNjARpqC1tXu0DPs&q=la","https://www.google.com/maps?cid=18090032246662996134",3.7713981999999997,98.6816467,*,*,"Minggu: [09.00-21.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00","https://lh5.googleusercontent.com/p/AF1QipP5b90SX--kO7XZL_UCagd5XlxGDZZnrMrEye4B",*,"0x3036cdaabf9c73cb:0xfb0cb47bb5b5a0a6","ChIJy3Ocv6rNNjARpqC1tXu0DPs"
"Laundry Muslim",*,"Jl. Langkat No.3, Belawan I, Medan Kota Belawan, Kota Medan, Sumatera Utara 2041","Jl. Langkat No.3","Belawan I","Layanan Binatu","Asia/Jakarta",*,"0812-6098-1045","0812-6098-1045, +62 812-6098-1045","NO",2,4,"https://search.google.com/local/reviews?placeid=ChIJ82LJD3TONjARP1HlyG65fs4&q=la","https://www.google.com/maps?cid=14879534104346710335",3.7844721,98.6865792,*,*,"Minggu: [Tutup], Senin: [Tutup], Selasa: [Buka 24 jam], Rabu: [Tutup], Kamis: [B","https://lh3.googleusercontent.com/gps-proxy/ALd4DhHsGTEtlggikn-C6j5v7sNnMW7eX6hB",*,"0x3036ce740fc962f3:0xce7eb96ec8e5513f","ChIJ82LJD3TONjARP1HlyG65fs4"
"Central Laundry",*,"Jl. Selebes No.314, Belawan II, Medan Kota Belawan, Kota Medan, Sumatera Utara 2","Jl. Selebes No.314","Belawan II","Toko","Asia/Jakarta",*,,,"NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJkUVtbwDNNjAR8457lRZGLd0&q=la","https://www.google.com/maps?cid=15937471719145180915",3.7750964,98.6839576,*,*,,"https://lh5.googleusercontent.com/p/AF1QipN5Owm735Tr1rMhMu-dnDdjmkphbiHQxwk2Lj2J",*,"0x3036cd006f6d4591:0xdd2d4616957b8ef3","ChIJkUVtbwDNNjAR8457lRZGLd0"
"Bamb's Laundry",*,"Jl. Selebes No.213, Belawan II, Medan Kota Belawan, Kota Medan, Sumatera Utara 2","Jl. Selebes No.213","Belawan II","Pemasok peralatan binatu yang dioperasikan dengan koin, Layanan Binatu","Asia/Jakarta",*,"0813-6169-4869","0813-6169-4869, +62 813-6169-4869","YES",*,*,,"https://www.google.com/maps?cid=10370194359049638141",3.7767958,98.68457529999999,*,*,"Minggu: [07.30-21.00], Senin: [07.30-21.00], Selasa: [07.30-21.00], Rabu: [07.30","https://lh5.googleusercontent.com/p/AF1QipNQJDkx2aBUaGfTZJ5ic4tr-qXvnv8r1chcbopr",*,"0x3036cda088eb21ed:0x8fea54d36ee9d0fd","ChIJ7SHriKDNNjAR_dDpbtNU6o8"
"Laundry AMANAH VIP 1 jam an siap, free antar jemput, Medan",*,"Jl. Durung No.171, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utar","Jl. Durung No.171","Sidorejo Hilir","Layanan Binatu","Asia/Jakarta",*,"0812-8759-854","0812-8759-854, +62 812-8759-854","YES",82,4.8,"https://search.google.com/local/reviews?placeid=ChIJ7Xl0elsxMTAR4zSa283mYd4&q=la","https://www.google.com/maps?cid=16024342720987935971",3.6093949,98.7032771,*,*,"Minggu: [09.00-22.00], Senin: [09.00-20.00], Selasa: [09.00-17.00], Rabu: [09.00","https://lh5.googleusercontent.com/p/AF1QipPumvIUsnpqXKcxlp-KukEx8RVzIT80Tt0ZlAzV",*,"0x3031315b7a7479ed:0xde61e6cddb9a34e3","ChIJ7Xl0elsxMTAR4zSa283mYd4"
"Noda Laundry Medan (Wet Cleaning & Dry Cleaning)",*,"Jl. Padang Golf No.10, Suka Damai, Kec. Medan Polonia, Kota Medan, Sumatera Utar","Jl. Padang Golf No.10","Suka Damai","Binatu, Binatu Cucian Kering, Layanan Binatu","Asia/Jakarta",*,"0857-6076-2519","0857-6076-2519, +62 857-6076-2519","YES",212,4.8,"https://search.google.com/local/reviews?placeid=ChIJZab2DYsxMTARRik1nh-KByg&q=la","https://www.google.com/maps?cid=2884425954756995398",3.5566107999999996,98.6812547,*,*,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipOpuqhaH2hjsiHZrLMnt5oHw6rspTLWKLDUEQxH",*,"0x3031318b0df6a665:0x28078a1f9e352946","ChIJZab2DYsxMTARRik1nh-KByg"
"Laundry Box",*,"Jl. Bambu, Durian, Kec. Medan Tim., Kota Medan, Sumatera Utara","Jl. Bambu","Durian","Layanan Binatu","Asia/Jakarta",*,"0812-6334-1114","0812-6334-1114, +62 812-6334-1114","YES",166,4.9,"https://search.google.com/local/reviews?placeid=ChIJTXT6rB4xMTARyaZJL9_i0YA&q=la","https://www.google.com/maps?cid=9282449755186243273",3.604784,98.6801335,*,*,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipPM0sAp14nvq71qnaVLzVr9GvXlh85QBX-EocXK",*,"0x3031311eacfa744d:0x80d1e2df2f49a6c9","ChIJTXT6rB4xMTARyaZJL9_i0YA"
"Verona Laundry",*,"Jl. Bambu II No.70, Durian, Kec. Medan Tim., Kota Medan, Sumatera Utara 20235","Jl. Bambu II No.70","Durian","Binatu","Asia/Jakarta",*,"(061) 6636676","(061) 6636676, +62 61 6636676","YES",53,4.5,"https://search.google.com/local/reviews?placeid=ChIJ_dyhMOwxMTAR-NC2gQsQN8M&q=la","https://www.google.com/maps?cid=14066729602721960184",3.6073603999999997,98.6775648,*,*,"Minggu: [Tutup], Senin: [07.00-18.00], Selasa: [07.00-18.00], Rabu: [07.00-18.00","https://lh5.googleusercontent.com/p/AF1QipO4las4DH_K6t5d1omzkZsCqF4FfjKHqTsHzqgS",*,"0x303131ec30a1dcfd:0xc337100b81b6d0f8","ChIJ_dyhMOwxMTAR-NC2gQsQN8M"
"Aurora Laundry Express",*,,,,"Binatu, Service establishment, Layanan Binatu","Asia/Jakarta",*,"0821-6365-0188","0821-6365-0188, +62 821-6365-0188","YES",1,5,"https://search.google.com/local/reviews?placeid=ChIJhQchVo8zMTARTb3D3qO2d6M&q=la","https://www.google.com/maps?cid=11779084165344116045",-2.44565,117.88879999999999,*,*,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",,*,"0x3031338f56210785:0xa377b6a3dec3bd4d","ChIJhQchVo8zMTARTb3D3qO2d6M"
"Laundry Medan",*,"Jl. Pinang Baris Gg. Langgar No.26, Sunggal, Kec. Medan Sunggal, Kota Medan, Sum","Jl. Pinang Baris Gg. Langgar No.26","Sunggal","Binatu Cucian Kering, Layanan Binatu","Asia/Jakarta",*,"0853-6230-0075","0853-6230-0075, +62 853-6230-0075","YES",13,5,"https://search.google.com/local/reviews?placeid=ChIJHRs8VfouMTARjb2D46PS_Tw&q=la","https://www.google.com/maps?cid=4394900412722036109",3.5759361999999997,98.61007169999999,*,*,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ","https://lh5.googleusercontent.com/p/AF1QipMTm1OXBG-3Q6vxVzD-IfEUp-V5BfHeHJ4Npgkw",*,"0x30312efa553c1b1d:0x3cfdd2a3e383bd8d","ChIJHRs8VfouMTARjb2D46PS_Tw"
"Laundry Medan",*,"Jl. Brig Jend. Zein Hamid No.28, Kedai Durian, Kec. Medan Johor, Kota Medan, Sum","Jl. Brig Jend. Zein Hamid No.28","Kedai Durian","Binatu Cucian Kering","Asia/Jakarta",*,"0853-6230-0075","0853-6230-0075, +62 853-6230-0075","NO",64,5,"https://search.google.com/local/reviews?placeid=ChIJr7PnYgExMTARsxponWu--jc&q=la","https://www.google.com/maps?cid=4033745785675324083",3.5195950999999996,98.68083419999999,*,*,"Minggu: [06.00-22.00], Senin: [06.00-22.00], Selasa: [06.00-22.00], Rabu: [06.00","https://lh5.googleusercontent.com/p/AF1QipPqc0orUIBETCgA8JtT6fVm1QmBYKp8wpTLlEB1",*,"0x3031310162e7b3af:0x37fabe6b9d681ab3","ChIJr7PnYgExMTARsxponWu--jc"
"laundry (C63 Laundry medan)",*,"pajak pagi, Jl. Cahaya No.63, Durian, Kec. Medan Tim., Kota Medan, Sumatera Utar","pajak pagi","Jl. Cahaya No.63","Binatu","Asia/Jakarta",*,"0813-7661-0143","0813-7661-0143, +62 813-7661-0143","YES",27,4.9,"https://search.google.com/local/reviews?placeid=ChIJl4AD5OwxMTARC7JdXCSj_mA&q=la","https://www.google.com/maps?cid=6989203048289382923",3.6076877,98.6802986,*,*,"Minggu: [Tutup], Senin: [07.00-18.00], Selasa: [07.00-18.00], Rabu: [07.00-18.00","https://lh5.googleusercontent.com/p/AF1QipOQxNgO7qoTcWSbgmO-uBEvnxUrhpd0-__oXxU7",*,"0x303131ece4038097:0x60fea3245c5db20b","ChIJl4AD5OwxMTARC7JdXCSj_mA"
"Laundry AMANAH VIP 1 jam an siap, free antar jemput, Medan",*,"Jl. Durung No.171, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utar","Jl. Durung No.171","Sidorejo Hilir","Layanan Binatu","Asia/Jakarta",*,"0812-8759-854","0812-8759-854, +62 812-8759-854","YES",82,4.8,"https://search.google.com/local/reviews?placeid=ChIJ7Xl0elsxMTAR4zSa283mYd4&q=la","https://www.google.com/maps?cid=16024342720987935971",3.6093949,98.7032771,*,*,"Minggu: [09.00-22.00], Senin: [09.00-20.00], Selasa: [09.00-17.00], Rabu: [09.00","https://lh5.googleusercontent.com/p/AF1QipOumFa_fdHJ7kVcVjoW8HQnfyduX6odrZlYijXS",*,"0x3031315b7a7479ed:0xde61e6cddb9a34e3","ChIJ7Xl0elsxMTAR4zSa283mYd4"
"Laundry Medan ( Brilliant Laundry)",*,"JMRC+Q2W, Jl. Alumunium II, Tj. Mulia, Kec. Medan Deli, Kota Medan, Sumatera Uta","JMRC+Q2W","Jl. Alumunium II","Binatu Cucian Kering","Asia/Jakarta",*,"0853-6230-0075","0853-6230-0075, +62 853-6230-0075","NO",2,3.5,"https://search.google.com/local/reviews?placeid=ChIJiVtslnIyMTARInV39e9uUTo&q=la","https://www.google.com/maps?cid=4202261904207869218",3.6419831,98.6700865,*,*,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CkUdx2uzxaF3TEdbd",*,"0x30313272966c5b89:0x3a516eeff5777522","ChIJiVtslnIyMTARInV39e9uUTo"
"Balqies Laundry",*,"JMRG+PGF, Jl. Alumunium IV, Tj. Mulia, Kec. Medan Deli, Kota Medan, Sumatera Uta","JMRG+PGF","Jl. Alumunium IV","Binatu","Asia/Jakarta",*,"0823-7012-6866","0823-7012-6866, +62 823-7012-6866","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJj0HpoWwyMTARLYSnGnaq_kY&q=la","https://www.google.com/maps?cid=5115713650969510957",3.64181,98.6762971,*,*,"Minggu: [08.00-18.00], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6gX9ppMtgvdwT1MH1",*,"0x3031326ca1e9418f:0x46feaa761aa7842d","ChIJj0HpoWwyMTARLYSnGnaq_kY"
"Noda Laundry Medan (Wet Cleaning & Dry Cleaning)",*,"Jl. Padang Golf No.10, Suka Damai, Kec. Medan Polonia, Kota Medan, Sumatera Utar","Jl. Padang Golf No.10","Suka Damai","Binatu, Binatu Cucian Kering, Layanan Binatu","Asia/Jakarta",*,"0857-6076-2519","0857-6076-2519, +62 857-6076-2519","YES",212,4.8,"https://search.google.com/local/reviews?placeid=ChIJZab2DYsxMTARRik1nh-KByg&q=la","https://www.google.com/maps?cid=2884425954756995398",3.5566107999999996,98.6812547,*,*,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipOpuqhaH2hjsiHZrLMnt5oHw6rspTLWKLDUEQxH",*,"0x3031318b0df6a665:0x28078a1f9e352946","ChIJZab2DYsxMTARRik1nh-KByg"
"Ninis Laundry",*,"Jl. Kawat 3 No.225, Tj. Mulia Hilir, Kec. Medan Deli, Kota Medan, Sumatera Utara","Jl. Kawat 3 No.225","Tj. Mulia Hilir","Layanan Binatu","Asia/Jakarta",*,,,"YES",1,5,"https://search.google.com/local/reviews?placeid=ChIJLwpF4HEyMTARdJhekHArQbQ&q=la","https://www.google.com/maps?cid=12988710562771671156",3.6467883999999997,98.67094159999999,*,*,"Minggu: [Tutup], Senin: [09.00-17.00], Selasa: [09.00-17.00], Rabu: [09.00-17.00","https://lh5.googleusercontent.com/p/AF1QipOCazCkPD0ZLNPB1u0jkFjVwMskBvImv8uXP9ST",*,"0x30313271e0450a2f:0xb4412b70905e9874","ChIJLwpF4HEyMTARdJhekHArQbQ"
"Deli Laundry",*,"Jl. Perbatasan No.66, Sitirejo II, Kec. Medan Amplas, Kota Medan, Sumatera Utara","Jl. Perbatasan No.66","Sitirejo II","Binatu","Asia/Jakarta",*,"0823-6162-0001","0823-6162-0001, +62 823-6162-0001","YES",*,*,,"https://www.google.com/maps?cid=12183166972924822127",3.5488884,98.69467,*,*,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipPkVk-SiiRd2jv74T7vtp0Pc5purmC7TCjoQn9S",*,"0x303131268825e10f:0xa9134dd00c74826f","ChIJD-EliCYxMTARb4J0DNBNE6k"
"Dilla Laundry",*,"Jl. Sidomulyo, Tj. Mulia, Kec. Medan Deli, Kota Medan, Sumatera Utara 20242","Jl. Sidomulyo","Tj. Mulia","Layanan Binatu","Asia/Jakarta",*,"0821-7368-2405","0821-7368-2405, +62 821-7368-2405","YES",2,5,"https://search.google.com/local/reviews?placeid=ChIJyRBh_fUtMTARP4zd0Gfrk3k&q=la","https://www.google.com/maps?cid=8760604531284085823",3.6635746,98.65908789999999,*,*,"Minggu: [07.30-21.00], Senin: [07.30-21.00], Selasa: [07.30-21.00], Rabu: [07.30","https://lh5.googleusercontent.com/p/AF1QipMifJA0zo4BHIzTCpgNZiEWYhv4_q-oIb4GFN4z",*,"0x30312df5fd6110c9:0x7993eb67d0dd8c3f","ChIJyRBh_fUtMTARP4zd0Gfrk3k"
"Laundry The Daily Wash Denai 2",*,"Jl. Denai No.69, Tegal Sari Mandala I, Kec. Medan Denai, Kota Medan, Sumatera Ut","Jl. Denai No.69","Tegal Sari Mandala I","Layanan Binatu","Asia/Jakarta",*,,,"YES",10,5,"https://search.google.com/local/reviews?placeid=ChIJgYk1MEcxMTARymlvWCO424A&q=la","https://www.google.com/maps?cid=9285217518701472202",3.5820673,98.7079218,*,*,"Minggu: [07.00-23.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipO0qQ_hiRrn1a4smZyxIaauFE4A3l5TqJ5HdfJF",*,"0x3031314730358981:0x80dbb823586f69ca","ChIJgYk1MEcxMTARymlvWCO424A"
"Laundry The Daily Wash Denai 1",*,"Jl. Denai No.213A, Tegal Sari Mandala II, Kec. Medan Denai, Kota Medan, Sumatera","Jl. Denai No.213A","Tegal Sari Mandala II","Binatu, Layanan Binatu","Asia/Jakarta",*,"0823-1246-4499","0823-1246-4499, +62 823-1246-4499","YES",28,4.9,"https://search.google.com/local/reviews?placeid=ChIJkwraGwIxMTAR2f0eZJXDjjQ&q=la","https://www.google.com/maps?cid=3787179383062461913",3.581648,98.7209769,*,*,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipOLGyQHb0x8xE2TCWYcS0ukFglK0MK1TwGVK4nS",*,"0x303131021bda0a93:0x348ec395641efdd9","ChIJkwraGwIxMTAR2f0eZJXDjjQ"
"Laundry denai 88",*,"Jl. Denai No.98, Tegal Sari I, Kec. Medan Area, Kota Medan, Sumatera Utara 20227","Jl. Denai No.98","Tegal Sari I","Binatu","Asia/Jakarta",*,"0852-6781-7646","0852-6781-7646, +62 852-6781-7646","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJYc3QIbIxMTARkeJwL5kAtOM&q=la","https://www.google.com/maps?cid=16407740000343483025",3.5818586999999997,98.70696249999999,*,*,"Minggu: [07.45-19.45], Senin: [07.45-19.45], Selasa: [07.45-19.45], Rabu: [07.45","https://lh5.googleusercontent.com/p/AF1QipPKDyMKyIYyvbgez_bJNWhppocEzw5ftSAyAEji",*,"0x303131b221d0cd61:0xe3b400992f70e291","ChIJYc3QIbIxMTARkeJwL5kAtOM"
"Jwash Laundry Express",*,"Jl. Denai No.184, Tegal Sari Mandala III, Kec. Medan Denai, Kota Medan, Sumatera","Jl. Denai No.184","Tegal Sari Mandala III","Binatu","Asia/Jakarta",*,"0813-6181-1818","0813-6181-1818, +62 813-6181-1818","YES",8,5,"https://search.google.com/local/reviews?placeid=ChIJP2ENADUxMTARxMlr6ptIQ4s&q=la","https://www.google.com/maps?cid=10034944229201660356",3.5813723,98.7188134,*,*,"Minggu: [08.00-19.30], Senin: [07.30-19.30], Selasa: [07.30-19.30], Rabu: [07.30","https://lh5.googleusercontent.com/p/AF1QipNXGYjpHLLXj3SsN626MJvSysvzxikmo1GTs2E1",*,"0x30313135000d613f:0x8b43489bea6bc9c4","ChIJP2ENADUxMTARxMlr6ptIQ4s"
"Flowash Laundry Medan",*,"Jl. Selam V No.18A, Tegal Sari Mandala I, Kec. Medan Denai, Kota Medan, Sumatera","Jl. Selam V No.18A","Tegal Sari Mandala I","Binatu","Asia/Jakarta",*,,,"NO",3,5,"https://search.google.com/local/reviews?placeid=ChIJ_bE0MHgxMTAR-BZtq2vsw4U&q=la","https://www.google.com/maps?cid=9638807574684702456",3.5842983999999998,98.7098489,*,*,,"https://lh5.googleusercontent.com/p/AF1QipOX0izOuzLw5GIBYq8_zbShQxlUTvAenmyqFBI0",*,"0x303131783034b1fd:0x85c3ec6bab6d16f8","ChIJ_bE0MHgxMTAR-BZtq2vsw4U"
"Denai Coin Laundry",*,"Jl. Denai No.181 A 02, Tegal Sari Mandala III, Kec. Medan Denai, Kota Medan, Sum","Jl. Denai No.181 A 02","Tegal Sari Mandala III","Layanan Binatu","Asia/Jakarta",*,"0822-7257-3458","0822-7257-3458, +62 822-7257-3458","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJK7kozdkxMTARHyyQTtgifUo&q=la","https://www.google.com/maps?cid=5367484643321850911",3.5817387999999997,98.7184719,*,*,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipNz5J0dSefM1tWh338uFNP1iZCa0-Zd-fgpOOo0",*,"0x303131d9cd28b92b:0x4a7d22d84e902c1f","ChIJK7kozdkxMTARHyyQTtgifUo"
"TOP LAUNDRY MEDAN",*,"Jalan Raya Menteng 240 A Simpg, Gg. Mangga, Binjai, Kec. Medan Denai, Kota Medan","Jalan Raya Menteng 240 A Simpg","Gg. Mangga","Binatu Cucian Kering","Asia/Jakarta",*,"0813-7044-7133","0813-7044-7133, +62 813-7044-7133","YES",30,4.7,"https://search.google.com/local/reviews?placeid=ChIJsb0duVkwMTARIuog6AOVKng&q=la","https://www.google.com/maps?cid=8658897077585111586",3.5682266,98.709789,*,*,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipNnu94aEZeOZ13_rm4aJzB8dEQe6gddfGoeToKx",*,"0x30313059b91dbdb1:0x782a9503e820ea22","ChIJsb0duVkwMTARIuog6AOVKng"
"PULCLEAN LAUNDRY EXPERT",*,"Jl. Denai, Tegal Sari Mandala II, Kec. Medan Denai, Kota Medan, Sumatera Utara","Jl. Denai","Tegal Sari Mandala II","Layanan Binatu, Binatu","Asia/Jakarta",*,"0822-9010-0700","0822-9010-0700, +62 822-9010-0700","YES",13,5,"https://search.google.com/local/reviews?placeid=ChIJuR0TUQUxMTARDBWtLd7tBiU&q=la","https://www.google.com/maps?cid=2668081367768438028",3.5815365999999997,98.72114909999999,*,*,"Minggu: [07.30-22.00], Senin: [07.30-22.00], Selasa: [07.30-22.00], Rabu: [07.30","https://lh5.googleusercontent.com/p/AF1QipN_HxD7R2JrMvKs3MIU9J7U27IKg28JMj9mpqhE",*,"0x3031310551131db9:0x2506edde2dad150c","ChIJuR0TUQUxMTARDBWtLd7tBiU"
"Advilaundry",*,"Jl. Denai No.206, Tegal Sari Mandala II, Kec. Medan Denai, Kota Medan, Sumatera ","Jl. Denai No.206","Tegal Sari Mandala II","Layanan Binatu","Asia/Jakarta",*,,,"NO",4,5,"https://search.google.com/local/reviews?placeid=ChIJe6wbCe0xMTAR1v23GY7wBI4&q=la","https://www.google.com/maps?cid=10233568746400120278",3.5813344999999996,98.7201559,*,*,,"https://lh5.googleusercontent.com/p/AF1QipOnlPnLC7CwLh4mLnX56Cm7eL5bKddRLk3IYlY2",*,"0x303131ed091bac7b:0x8e04f08e19b7fdd6","ChIJe6wbCe0xMTAR1v23GY7wBI4"
"Monic Laundry",*,"HPFG+5WX, Jl. Jermal XII, Denai, Kec. Medan Denai, Kota Medan, Sumatera Utara 20","HPFG+5WX","Jl. Jermal XII","Binatu","Asia/Jakarta",*,"0812-6554-1844","0812-6554-1844, +62 812-6554-1844","NO",3,4.7,"https://search.google.com/local/reviews?placeid=ChIJPwVBmN0wMTARNxBPcmhaspw&q=la","https://www.google.com/maps?cid=11291186620412137527",3.57298,98.7273699,*,*,,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhF162mIQfCR5E5febi1mU0nV877U_sl",*,"0x303130dd9841053f:0x9cb25a68724f1037","ChIJPwVBmN0wMTARNxBPcmhaspw"
