Name,Fulladdress,Categories,Time Zone,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Place Id,phone,Municipality,Phones
XTRA WASH LAUNDRY & DRY CLEAN,"Jl. Mongonsidi No.76, Polonia, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20",Layanan Binatu,Asia/Jakarta,NO,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ2dfxki8wMTARJI_1-PKDXwQ&q=la,https://www.google.com/maps?cid=315115578521390884,3.5714411,98.6695533,0,0,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ng-gB-ihVgJhgeO2S,ChIJ2dfxki8wMTARJI_1-PKDXwQ,+62 813-9634-5540,,
JAYA LAUNDRY,"HM58+P97, Jl. Starban, Polonia, Kec. Medan Polonia, Kota Medan, Sumatera Utara 2",Layanan Binatu,Asia/Jakarta,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJXzDaYtMxMTAREDS4bWX8ehM&q=la,https://www.google.com/maps?cid=1403711746442015760,3.5611486,98.6660009,0,0,"Minggu: [09.00-22.00], Senin: [06.00-22.00], Selasa: [06.00-22.00], Rabu: [06.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OakKyAmy6nRFhdJ3L,ChIJXzDaYtMxMTAREDS4bWX8ehM,,,
Berkat Loundry 505 Gg. Berkat Starban Polonia,"HM48+WJH, Unnamed Road, Polonia, Kec. Medan Polonia, Kota Medan, Sumatera Utara ",Layanan Binatu,Asia/Jakarta,NO,8.0,4.5,https://search.google.com/local/reviews?placeid=ChIJG71UYawxMTAREj0DAa2ZME0&q=la,https://www.google.com/maps?cid=5562114508127943954,3.5573246,98.6666032,0,0,"Minggu: [09.00-17.00], Senin: [09.00-17.00], Selasa: [09.00-17.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipOK5wj66xntsa_zy5kaa5z69Srx7gB8ITBrkpVp,ChIJG71UYawxMTAREj0DAa2ZME0,,,
Nice laundry & dry cleaning,"HMC7+QCG, Jl. Mongonsidi, Anggrung, Kec. Medan Polonia, Kota Medan, Sumatera Uta",Binatu,Asia/Jakarta,NO,8.0,4.6,https://search.google.com/local/reviews?placeid=ChIJAbxTmCgwMTARaW3as4-qpEM&q=la,https://www.google.com/maps?cid=4874208230896201065,3.5719443,98.6635925,0,0,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh3.googleusercontent.com/gps-proxy/ALd4DhH7KfqXx-R2k93MF-Q5GfLeBNvRTwwT,ChIJAbxTmCgwMTARaW3as4-qpEM,+62 852-9688-1166,,
Express Laundry,"Jl. Karya Bakti II No.68, Sari Rejo, Kec. Medan Polonia, Kota Medan, Sumatera Ut",Binatu Cucian Kering,Asia/Jakarta,YES,3.0,5.0,https://search.google.com/local/reviews?placeid=ChIJKT4reRcxMTARwP7UznPBWro&q=la,https://www.google.com/maps?cid=13428257942094020288,3.5440119,98.6653195,0,0,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.59-20.00",https://lh5.googleusercontent.com/p/AF1QipPew70QCh80qZooFuBY9a66e5zQFi5xn36K6e-E,ChIJKT4reRcxMTARwP7UznPBWro,,,
Jihan Laundry,"Jl. Teuku Cik Ditiro No.98 F, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumat",Layanan Binatu,Asia/Jakarta,NO,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ7wzRWdIxMTARFD9Cn9hkV88&q=la,https://www.google.com/maps?cid=14940521170372542228,3.583213,98.66906,0,0,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEfeLTPKXTG2YcCrU9VrfESO8KIMG9w,ChIJ7wzRWdIxMTARFD9Cn9hkV88,+62 852-7027-4111,,
Nico Laundry,"Jl. Sunggal No.25, Sei Sikambing B, Kec. Medan Sunggal, Kota Medan, Sumatera Uta",Binatu Cucian Kering,Asia/Jakarta,YES,12.0,4.8,https://search.google.com/local/reviews?placeid=ChIJGfSCJzQuMTARveC0ZjPYzl8&q=la,https://www.google.com/maps?cid=6903692994083610813,3.5865827,98.64209,0,0,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipM5KOvU9hluBDjUm-a2ptCV6Lyk2SQowGM6hb3X,ChIJGfSCJzQuMTARveC0ZjPYzl8,+62 852-0787-5911,,
Kirana Laundry,"Jl. Sunggal No.19 D, Sei Sikambing B, Kec. Medan Sunggal, Kota Medan, Sumatera U",Binatu,Asia/Jakarta,NO,5.0,5.0,https://search.google.com/local/reviews?placeid=ChIJtX1F5iQvMTAR6wESXE6-ASE&q=la,https://www.google.com/maps?cid=2378391321989743083,3.5795655,98.6321296,0,0,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Tq18Ixg91h_Du6Dtq,ChIJtX1F5iQvMTAR6wESXE6-ASE,+62 831-8195-0010,,
Happy Laundry & Dry Clean,"HJG8+CJ9, Jalan, Sunggal, Medan Sunggal, Medan City, North Sumatra 20122",Layanan Binatu,Asia/Jakarta,NO,7.0,4.3,https://search.google.com/local/reviews?placeid=ChIJcySPAqovMTARa4SROH1S2ww&q=la,https://www.google.com/maps?cid=926424846128219243,3.5760466,98.6166082,0,0,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YVTTqcA3cqFi3usoV,ChIJcySPAqovMTARa4SROH1S2ww,,,
Amal Laundry,"Kompleks Ruko Graha Kuswari, Jl. Amal No.1L, Sunggal, Kec. Medan Sunggal, Kota M",Layanan Binatu,Asia/Jakarta,YES,12.0,4.9,https://search.google.com/local/reviews?placeid=ChIJI91jbTcvMTAR4_DOxTLXA9Q&q=la,https://www.google.com/maps?cid=15277290974037864675,3.5856164,98.6216179,0,0,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNVexz3J3PqXfgTCAwhfxs9_aketYGBuSgenP9_,ChIJI91jbTcvMTAR4_DOxTLXA9Q,+62 812-1249-5643,,
Pelangi Laundry,"Jl. Ps. No.3, Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20128",Binatu,Asia/Jakarta,NO,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJZREbG6YvMTARoTAGbertpfk&q=la,https://www.google.com/maps?cid=17989045877708566689,3.5704953,98.620756,0,0,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGJen3Rz1UlFcoMs7XIS22fTPe_jJrm,ChIJZREbG6YvMTARoTAGbertpfk,+62 812-6491-302,,
Medan Laundry,"Jl. Seroja No.28, Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20127",Layanan Binatu,Asia/Jakarta,YES,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJQcOc8t4vMTARQr7rDmfWmWc&q=la,https://www.google.com/maps?cid=7465233595463614018,3.5819336,98.6188692,0,0,"Minggu: [07.30-21.30], Senin: [07.30-21.30], Selasa: [07.30-21.30], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipMaPdkIH0H6BKjIcW4cPyjqnahGVfsNFRLGQUbt,ChIJQcOc8t4vMTARQr7rDmfWmWc,,,
Mozdeo Sunggal,"Jl. Gagak Hitam No.10 C, Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara",Binatu,Asia/Jakarta,NO,18.0,4.8,https://search.google.com/local/reviews?placeid=ChIJ2T4azoMvMTARx2BcA3jLo8Y&q=la,https://www.google.com/maps?cid=14313507757026468039,3.5771726,98.6262229,0,0,"Minggu: [09.00-21.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipPh_6rxu99nmIm_nzw3F-U8JD0fHNOAdzLVo9MJ,ChIJ2T4azoMvMTARx2BcA3jLo8Y,+62 811-6187-719,,
FR Laundry Expres No.77,"HJPC+5GJ, Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20127",Binatu,Asia/Jakarta,NO,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJZRUYdE4vMTARxKze5P9duuw&q=la,https://www.google.com/maps?cid=17058049892257017028,3.5854519,98.6212744,0,0,,https://lh5.googleusercontent.com/p/AF1QipNzagj7YIC8pjyIEaGnwjTC6x_ujkiJPhPqXMuo,ChIJZRUYdE4vMTARxKze5P9duuw,+62 812-6005-1919,,
RIZZ Laundry Outlet #02,"Jl. Sei Bengawan No.58, Babura Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera",Layanan Binatu,Asia/Jakarta,YES,12.0,4.8,https://search.google.com/local/reviews?placeid=ChIJrwcrjQCNaS4RiWT0TH-66mA&q=la,https://www.google.com/maps?cid=6983599228106073225,3.579488,98.6487438,0,0,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOuCAbcJCB5MbcaxhNL78tq3prq6cnYAr__xCE0,ChIJrwcrjQCNaS4RiWT0TH-66mA,+62 882-9330-8509,,
Lauren Laundry,"Jl. Bunga Kenanga No.15C, Padang Bulan Selayang II, Kec. Medan Selayang, Kota Me",Binatu,Asia/Jakarta,NO,3.0,5.0,https://search.google.com/local/reviews?placeid=ChIJubQavk0vMTARFZCT0Ludgbs&q=la,https://www.google.com/maps?cid=13511253787071975445,3.5442695,98.6496647,0,0,,https://lh5.googleusercontent.com/p/AF1QipPggzmwDf7_U1FZaav588JRfP4OroWPAoKT7XwY,ChIJubQavk0vMTARFZCT0Ludgbs,+62 812-6557-7914,,
Setia Laundry,"Jl. Berdikari Ujung No.136, Padang Bulan Selayang I, Kec. Medan Selayang, Kota M",Binatu,Asia/Jakarta,NO,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJxRf-eOYvMTARcTIhKhU5iFc&q=la,https://www.google.com/maps?cid=6307354041196294769,3.555796,98.651309,0,0,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFN5QV2kOjXL1ahUXUPjoeDQf5t73Me,ChIJxRf-eOYvMTARcTIhKhU5iFc,+62 852-7563-0644,,
Andika Laundry,"Komplek Perumahan ICG No..AA2, Jalan Abdul Hakim, Medan Selayang, Tj. Sari, Kec.",Binatu,Asia/Jakarta,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ71-RSOovMTARpfNl7P6psWk&q=la,https://www.google.com/maps?cid=7616055357213111205,3.5588137,98.6418921,0,0,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGGkcNHvxYLHDpt_dx_ceI53lKVj4pC,ChIJ71-RSOovMTARpfNl7P6psWk,+62 812-6587-6189,,
O'LAUNDRY,"usu, Jl. Pembangunan No.34b, Padang Bulan Selayang I, Medan Selayang, Medan City",Layanan Binatu,Asia/Jakarta,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJWarIQgAvMTARiCoEPenyhBg&q=la,https://www.google.com/maps?cid=1766804037401062024,3.5648949,98.6521887,0,0,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zo5uS9Hbw8RxKJkTs,ChIJWarIQgAvMTARiCoEPenyhBg,,,
GS Laundry Medan,"Jl. Ring Road Jl. Ps. II No.12, Tj. Sari, Kec. Medan Selayang, Kota Medan, Sumat",Layanan Binatu,Asia/Jakarta,YES,28.0,4.5,https://search.google.com/local/reviews?placeid=ChIJwQ95qCAvMTARH8M6IAAbYtw&q=la,https://www.google.com/maps?cid=15880284923416462111,3.5535702,98.6262647,0,0,"Minggu: [Tutup], Senin: [09.00-20.15], Selasa: [09.00-20.15], Rabu: [09.00-20.15",https://lh5.googleusercontent.com/p/AF1QipMBFwA8WoTNdRZYaxLFRrVNVVrlVPA-SQpevtm3,ChIJwQ95qCAvMTARH8M6IAAbYtw,+62 812-6000-9234,,
Noda Laundry & Wet Cleaning,"Komplek Tasbih 1, Blok UU No. 45, Jl. Cycas II/ 1, Asam Kumbang, Kec. Medan Sela",Layanan Binatu,Asia/Jakarta,YES,46.0,4.9,https://search.google.com/local/reviews?placeid=ChIJszDPfNMxMTARTtxLD8ciRTE&q=la,https://www.google.com/maps?cid=3550282119601970254,3.567653,98.6326215,0,0,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNFPYkNUiZEDdvIOG439lPb-j_k9NU3lRKFBr8C,ChIJszDPfNMxMTARTtxLD8ciRTE,+62 811-6556-078,,
Rainbow Laundry & Dry Clean,"Jl. Sembada No.2 C, Padang Bulan Selayang II, Kec. Medan Selayang, Kota Medan, S",Binatu Cucian Kering,Asia/Jakarta,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ5cwnWIwvMTARd-xcTeh2_iU&q=la,https://www.google.com/maps?cid=2737756363590265975,3.5472349,98.6356793,0,0,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPmRxojvqrmxzauZG_fjlx429KM0oWT3-D92cog,ChIJ5cwnWIwvMTARd-xcTeh2_iU,+62 852-6269-2808,,
David Laundry,"GJPW+XFM, Jl. B. Sedap Malam 3D, Sempakata, Kec. Medan Selayang, Kota Medan, Sum",Layanan Binatu,Asia/Jakarta,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJw3pnCFklMTARvmI_dtDe5Ps&q=la,https://www.google.com/maps?cid=18150877385128370878,3.5374702,98.6461666,0,0,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v5RxVmJ1oXLELVCut,ChIJw3pnCFklMTARvmI_dtDe5Ps,,,
Sembada laundry,"Jl. Bunga Wijaya Kesuma No.32, Padang Bulan Selayang II, Kec. Medan Selayang, Ko",Layanan Binatu,Asia/Jakarta,YES,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJR8-3hnwvMTARMgA47Bhx-uU&q=la,https://www.google.com/maps?cid=16571682130719408178,3.5492807,98.6401763,0,0,"Minggu: [06.00-21.00], Senin: [06.00-21.00], Selasa: [06.00-21.00], Rabu: [06.00",https://lh5.googleusercontent.com/p/AF1QipOV26Q2TFOyMdSPYKknPLWYX7m0NNqk1GHHobAY,ChIJR8-3hnwvMTARMgA47Bhx-uU,+62 812-6943-7548,,
My Tosca Laundry,"Jl. Letda Sujono No.9, Tembung, Kec. Medan Tembung, Kota Medan, Sumatera Utara 2",Binatu,Asia/Jakarta,NO,10.0,4.9,https://search.google.com/local/reviews?placeid=ChIJSVg5zbYxMTARTfGKzK98VK4&q=la,https://www.google.com/maps?cid=12561802355135934797,3.5968415,98.7392799,0,0,"Minggu: [09.00-22.00], Senin: [09.00-22.00], Selasa: [09.00-22.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipM7RuzvDdLEqeiihhnsx2fvxItKHfAu2W-YFejx,ChIJSVg5zbYxMTARTfGKzK98VK4,,,
Mes Laundry Medan,"Jl. Bersama, Tembung, Kec. Medan Tembung, Kota Medan, Sumatera Utara",Binatu Cucian Kering,Asia/Jakarta,YES,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJTe96iCMxMTARSdugZeb1rVM&q=la,https://www.google.com/maps?cid=6029745846015286089,3.5944503,98.7378846,0,0,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipMcLeGagJ7CAMCRvba8d5C_k12UY-nCN-LMA39F,ChIJTe96iCMxMTARSdugZeb1rVM,+62 813-7083-0672,,
Super Fresh Laundry & Dry Cleaning,"Jl. Bhayangkara No.383, Indra Kasih, Kec. Medan Tembung, Kota Medan, Sumatera Ut",Binatu,Asia/Jakarta,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJm58O3CoyMTAR2SplIRKC5MM&q=la,https://www.google.com/maps?cid=14115550146467277529,3.6223312,98.7029498,0,0,,https://lh5.googleusercontent.com/p/AF1QipNjyVGMksWlZLaEgYv_d07BsVTl0VCmuOGvjX57,ChIJm58O3CoyMTAR2SplIRKC5MM,+62 61 6645183,,
METRO LAUNDRY COIN MEDAN,"Jl. Meteorologi Raya No.30, Indra Kasih, Kec. Medan Tembung, Kota Medan, Sumater",Layanan Binatu,Asia/Jakarta,YES,6.0,5.0,https://search.google.com/local/reviews?placeid=ChIJoRhKr8kzMTAR_eR237pHVMM&q=la,https://www.google.com/maps?cid=14074953603378242813,3.6216473,98.7093914,0,0,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOXrF15dxMoA0_8a_qztKx9BYhPkJShKjAqVIKJ,ChIJoRhKr8kzMTAR_eR237pHVMM,+62 813-7706-3494,,
EveryDay Laundry,"Jl. Pukat I No.41, Bantan Tim., Kec. Medan Tembung, Kota Medan, Sumatera Utara 2",Binatu,Asia/Jakarta,YES,12.0,5.0,https://search.google.com/local/reviews?placeid=ChIJc7Br8-gxMTARsVKEVWyi8OA&q=la,https://www.google.com/maps?cid=16208633645081318065,3.5963107,98.7101056,0,0,"Minggu: [07.00-19.00], Senin: [07.00-19.00], Selasa: [07.00-19.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOdFeCFax2iIrujbZ3KT6Hq6WAVTXzhR21zCQwu,ChIJc7Br8-gxMTARsVKEVWyi8OA,+62 816-378-080,,
Cahaya Laundry,"Jl. Tempuling No.157, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera U",Binatu Cucian Kering,Asia/Jakarta,NO,28.0,3.4,https://search.google.com/local/reviews?placeid=ChIJ-R_TgYYxMTARdT2i9ht3CLw&q=la,https://www.google.com/maps?cid=13549210440929787253,3.6152232,98.6959991,0,0,"Minggu: [00.09-22.00], Senin: [00.09-22.00], Selasa: [00.09-22.00], Rabu: [00.09",https://lh5.googleusercontent.com/p/AF1QipOSpK_DEHLynTQUTmV6ewIBnM8kiRBJ_bI21BM=,ChIJ-R_TgYYxMTARdT2i9ht3CLw,+62 878-7070-2070,,
Ai Wash Laundry,"JPC4+XX2, Jl. Pancing, Indra Kasih, Kec. Medan Tembung, Kota Medan, Sumatera Uta",Binatu,Asia/Jakarta,NO,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ1xjNrdUzMTARiv9bkZPjFjY&q=la,https://www.google.com/maps?cid=3897552750474166154,3.6223901,98.7073966,0,0,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhG8K476cDGDh6yGVu_O0G67f-yK7ibV,ChIJ1xjNrdUzMTARiv9bkZPjFjY,+62 853-7061-3717,,
QQ Laundry Express,"jln pukat 8, simpang Gg. Sadar No.58, Kota Medan, Sumatera Utara 20224",Layanan Binatu,Asia/Jakarta,YES,41.0,5.0,https://search.google.com/local/reviews?placeid=ChIJt7WdMeIxMTARLLBNak1lLyY&q=la,https://www.google.com/maps?cid=2751529280517025836,3.5890336,98.7087546,0,0,"Minggu: [08.00-19.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMoK0QhniL-5C3-9Kaf2Oel0HUIDdS3cw5zZFHe,ChIJt7WdMeIxMTARLLBNak1lLyY,+62 812-6509-2915,,
Oke Laundry medan,"Jl. Williem Iskandar, Indra Kasih, Kec. Medan Tembung, Kota Medan, Sumatera Utar",Layanan Binatu,Asia/Jakarta,YES,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ6dzZnMMzMTARWlnB5W6QztY&q=la,https://www.google.com/maps?cid=15478467775294429530,3.620613,98.7076692,0,0,,https://lh5.googleusercontent.com/p/AF1QipN-hzFHrkqPn44CB-urvMTSXCHSkEzUuTYpoOJM,ChIJ6dzZnMMzMTARWlnB5W6QztY,+62 857-6131-3040,,
KR5 Laundry and Dry clean,"Jalan Kopi Xll, Perumnas Simalingkar No.11, Mangga, Kec. Medan Tuntungan, Kota M",Binatu Cucian Kering,Asia/Jakarta,YES,18.0,5.0,https://search.google.com/local/reviews?placeid=ChIJVS1RZRUlMTARDXdFhZbkk0U&q=la,https://www.google.com/maps?cid=5013602145325643533,3.5213471,98.6378525,0,0,"Minggu: [09.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOdjdkp8ng-oTclviFpudGTYvYobl4pxOEbe44m,ChIJVS1RZRUlMTARDXdFhZbkk0U,+62 852-6277-2626,,
Grande laundry,"Jl. Bunga Rampai raya No.80, Simalingkar B, Kec. Medan Tuntungan, Kota Medan, Su",Binatu,Asia/Jakarta,NO,3.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ-QyBf1klMTARB7YYum6wOl4&q=la,https://www.google.com/maps?cid=6789933377829516807,3.5037516,98.6494019,0,0,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipPWyrHzFrppK6ffD4IVzB7PzDzrJbBKJGp7npJB,ChIJ-QyBf1klMTARB7YYum6wOl4,,,
Fast Loundry,"Jl. Bunga Lau No.10, Kemenangan Tani, Kec. Medan Tuntungan, Kota Medan, Sumatera",Binatu,Asia/Jakarta,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJlSNA3OQlMTARTXRuczrwIvk&q=la,https://www.google.com/maps?cid=17952175198487606349,3.5153375,98.6141959,0,0,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZTrCohk_ZMk761J4J,ChIJlSNA3OQlMTARTXRuczrwIvk,+62 853-7028-3647,,
Darman Laundry,"Villa Setia Budi Flamboyan Blok Q26, Jl. Flamboyan Raya, Tanjung Selamat, Medan ",Layanan Binatu,Asia/Jakarta,YES,54.0,4.6,https://search.google.com/local/reviews?placeid=ChIJPUxebH4vMTARMDjXRiLBTQw&q=la,https://www.google.com/maps?cid=886577054623414320,3.5454178,98.6125613,0,0,"Minggu: [Tutup], Senin: [09.00-17.00], Selasa: [09.00-17.00], Rabu: [09.00-17.00",https://lh5.googleusercontent.com/p/AF1QipMFuL24-Qw-BVLkDQV3nVsVSbI0ettFEQRWBhCr,ChIJPUxebH4vMTARMDjXRiLBTQw,+62 821-6765-8641,,
Sahabat Laundry,"GJM9+8P5, Jl. Lizadri Putra, Simpang Selayang, Kec. Medan Tuntungan, Kota Medan,",Binatu,Asia/Jakarta,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJpzn_qHklMTARkXpzw0k5i78&q=la,https://www.google.com/maps?cid=13802188471981537937,3.5332544,98.6193497,0,0,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NvXxDGKE6gqeI5HW1,ChIJpzn_qHklMTARkXpzw0k5i78,,,
D'LAVIGA LAUNDRY,"Jl. Kapiten Purba No.1, Mangga, Kec. Medan Tuntungan, Kota Medan, Sumatera Utara",Binatu,Asia/Jakarta,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJrSe-zoElMTAR2fz24VJFF3k&q=la,https://www.google.com/maps?cid=8725519025334320345,3.5225421,98.6357402,0,0,"Minggu: [Tutup], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00-21.00",https://lh5.googleusercontent.com/p/AF1QipO1qlbocmhU2qA9AvQui_t-8_YAV1pvZ2T2IAPF,ChIJrSe-zoElMTAR2fz24VJFF3k,+62 813-9614-5454,,
Berkah Laundry,"GJCP+87M, Jl. Karet Raya, Mangga, Kec. Medan Tuntungan, Kota Medan, Sumatera Uta",Binatu,Asia/Jakarta,NO,2.0,4.5,https://search.google.com/local/reviews?placeid=ChIJq3Rn02olMTARqRtQkHErue8&q=la,https://www.google.com/maps?cid=17273885612508715945,3.52084,98.635685,0,0,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHY2BuM5RyWnf78fma_-YW2dyMqRvyk,ChIJq3Rn02olMTARqRtQkHErue8,+62 823-6655-3387,,
Baim Laundry,"Perumahan pariama, Jl. Bunga Pariama I No.132, Baru Ladang Bambu, Kec. Medan Tun",Layanan Binatu,Asia/Jakarta,NO,35.0,4.9,https://search.google.com/local/reviews?placeid=ChIJu4BNCbMlMTARHCd5dHSS2XU&q=la,https://www.google.com/maps?cid=8491979601251739420,3.502345,98.6021532,0,0,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipPKI6EvDUjLuatP6XUx6wsIdUvcFvEAX15dgLEq,ChIJu4BNCbMlMTARHCd5dHSS2XU,+62 812-6925-6868,,
ThreeWash Laundry,"GJR3+FFP, Jl. Flamboyan 6, Tj. Selamat, Kec. Medan Tuntungan, Kota Medan, Sumate",Binatu,Asia/Jakarta,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ7wxJ1X4lMTAR_HRDajSvJWg&q=la,https://www.google.com/maps?cid=7504596993738765564,3.5411868,98.6037057,0,0,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FByeXsBP9nFTPU81i,ChIJ7wxJ1X4lMTAR_HRDajSvJWg,+62 813-9685-7448,,
Vanili Laundry,"Jl. Vanili Raya No.99, Mangga, Kec. Medan Tuntungan, Kota Medan, Sumatera Utara ",Layanan Binatu,Asia/Jakarta,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJRRBgJRolMTAR_mZCdnua_7o&q=la,https://www.google.com/maps?cid=13474658465171531518,3.5089123,98.6320103,0,0,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=74t43_BSEcRXU9uFw,ChIJRRBgJRolMTAR_mZCdnua_7o,,,
Laundry The Daily Wash dr.mansur,"Jl. Dr. Mansyur No.27, Padang Bulan Selayang I, Kec. Medan Selayang, Kota Medan,",Binatu,Asia/Jakarta,NO,16.0,4.3,https://search.google.com/local/reviews?placeid=ChIJRVBzuOAvMTARvAoMHnPIjn8&q=la,https://www.google.com/maps?cid=9191504286260660924,3.5673321,98.6511926,0,0,,https://lh5.googleusercontent.com/p/AF1QipPZbYXraVwIfvYXlNDAxUoKSo-OVfasEvV2UT9K,ChIJRVBzuOAvMTARvAoMHnPIjn8,,,
Tetanggamu Laundry,"Jl. Prof. H. M. Yamin No.17b, Perintis, Kec. Medan Tim., Kota Medan, Sumatera Ut","Binatu, Binatu Cucian Kering",Asia/Jakarta,YES,71.0,5.0,https://search.google.com/local/reviews?placeid=ChIJm3wk6T0xMTARklU3Z1EHu_A&q=la,https://www.google.com/maps?cid=17346466435953022354,3.5943874,98.6802426,0,0,"Minggu: [08.30-19.00], Senin: [08.30-19.00], Selasa: [08.30-19.00], Rabu: [08.30",https://lh5.googleusercontent.com/p/AF1QipN-8xjSLktBIfazpECNZC4SLLX_L6VKTDZYDit5,ChIJm3wk6T0xMTARklU3Z1EHu_A,+62 812-6511-5252,,
